,f_freedom,distance_between_atoms_in_cycle_and_f_group,PPSA5,mol_num_cycles,nFRing,angle_R1X1R2,nF,identificator,mol_weight,dipole_moment,nHRing,nO,PBF,nC,angle_X2X1R1,nARing,angle_R2X2R1,cis/trans,PNSA5,FPSA3,mol_volume,RPCS,GeomShapeIndex,WPSA5,TASA,f_to_fg,dihedral_angle,distance_between_atoms_in_f_group_centers,avg_atoms_in_cycle,angle_X1X2R2,nFHRing,chirality,fold_id,logP
92,0,2.359330354481878,15.58856847637467,2,0,158.13904459340074,2,2,107.104,0.7133167653701952,1,1,0.3606121799814865,11,162.67989127889987,1,152.1303920196023,0,-26.11256907500033,0.0320300861389501,182.37600000000003,0.2295598176991527,0.8554036338176498,6.0185226442530535,271.0747065789029,2.0,48.76935051158552,3.8821522574444858,5.5,155.27666022448005,0,0,0,1.35
93,1,2.228753536713943,16.444204639402074,2,0,160.27391867816468,2,2,107.104,0.5148841501746229,1,1,0.3655082047379973,11,179.26826538386524,1,117.97743362844513,1,-27.665319157330973,0.0366850870491699,182.42400000000004,41.61846963838536,0.856467573581815,6.343064751223361,268.41644721760485,4.0,161.5872207255391,3.7533145640993046,5.5,117.78855892310447,0,2,0,1.01
94,1,2.2397023718690146,15.85527020979198,2,0,178.7890194524968,2,2,107.104,0.4579362621692507,1,1,0.3457512574701014,11,178.82102291027343,1,178.49830758282135,2,-29.07660972330805,0.0353390772633149,182.59200000000004,45.193062122663854,0.8425780855968653,6.147017282195579,262.19636416662064,4.0,73.98194937269626,3.247904148563552,5.5,178.61792300027489,0,2,0,1.08
95,1,2.502196610101657,14.936670404977631,2,0,116.48397642140267,1,2,103.14,0.6474169250177267,1,1,0.5060535447614386,12,139.09704202118078,1,88.92546149216803,0,-18.68231993911002,0.0335897018644762,193.40800000000004,36.45705466580066,0.8226738472632601,5.930755694287321,317.11187081131084,2.0,40.69252649123029,3.395313047227339,6.0,96.06637324712295,0,1,0,1.26
96,0,2.514265180093699,15.918824256564012,2,0,130.6244379384362,2,2,121.131,0.8452386587467534,1,1,0.4841730540443571,12,139.87497443037978,1,131.74006756843085,0,-23.31329215191192,0.0308995872453667,198.55200000000005,0.0,0.8479872283256139,6.43416486938041,298.3180916795296,2.0,1.3134551639295138,3.744006465125428,6.0,140.93969271183596,0,0,0,1.65
97,1,2.1565973139006585,15.464806566930132,2,0,161.1029949973734,2,2,121.131,0.5177093605318307,1,1,0.5049563545478033,12,149.84743527201263,1,145.5779694716486,1,-27.706223407627043,0.0341748296866943,198.41600000000005,38.22762263697096,0.8402429056176276,6.274925070386636,291.546632077528,4.0,179.72249631428926,3.567148548130092,6.0,137.64094470759125,0,2,0,0.58
98,1,2.1658210071889665,15.879445184174434,2,0,140.50296150912263,2,2,121.131,0.2825966649666864,1,1,0.4734406023216008,12,151.15085289959853,1,113.74230824698746,2,-26.02618693346747,0.0346881940884452,198.54400000000004,29.247979735669052,0.8570989337192644,6.36442179519882,298.9162971351251,4.0,51.88234772002861,3.2538666741252125,6.0,118.5502339882692,0,2,1,1.35
100,1,2.586692821706371,15.848675931264196,2,0,138.94194918922295,2,2,121.131,0.6924878695262189,1,1,0.4789206053596192,12,153.26121337738834,1,117.13117924746356,1,-25.582408707915224,0.0343668526150251,198.61600000000004,43.606269499373134,0.8482714536447291,6.414841708637292,291.31531449638334,4.0,37.8357410000296,3.936796937266513,6.0,121.99729938306314,0,2,1,1.15
101,1,2.593389369170949,15.889777210163848,2,0,150.99204015118434,2,2,121.131,0.493894328476966,1,1,0.426732583666993,12,151.26793978292818,1,163.213339734644,2,-25.546604071266746,0.0341938842175546,198.72800000000004,44.63229936994663,0.8420129807944428,6.436360951384667,287.8432400616131,4.0,48.59437849166907,3.3954199454846585,6.0,168.27980996930873,0,2,1,1.26
102,0,,18.734289564934933,2,0,,3,1,139.121,0.6961255562211047,0,1,0.6560399552084799,12,,1,,0,-24.350633778419343,0.0256268096564296,206.18400000000003,0.1708595252683724,0.9312452315342432,7.76824597654304,390.52175567908574,1.0,,,5.0,,0,0,0,2.51
104,1,,16.233658116562804,2,0,,1,1,103.14,0.2673831179923594,0,1,0.7681055475837005,12,,1,,0,-19.153767886352774,0.0324163906612413,195.57600000000005,23.01245504060135,0.8013544393630779,6.536527609598988,337.35891923955216,1.0,,,5.0,,0,0,0,2.03
106,0,2.156830649375042,16.995119070511944,2,0,166.9490450536144,3,1,139.121,0.8040085509651496,0,1,0.4261463850227405,12,140.1154947965935,1,128.98829091046085,2,-28.443627036430204,0.0281009410878546,205.96000000000004,1.231374296104788,0.8921588318008818,7.348671064838085,389.723377919937,2.0,178.91813803134403,4.523755603664603,5.0,112.96613254310412,0,0,1,2.82
107,0,2.168850947822183,17.191361464542354,2,0,86.21933887766245,3,1,139.121,0.2448911234267581,0,1,0.3891635486906062,12,111.7764818171921,1,89.35363127626135,1,-28.902273735090773,0.0280915763499341,205.27200000000005,0.3518212274585108,0.8928045603827249,7.537790199540468,393.6455066429418,2.0,1.4320851462506197,3.3807081063232425,5.0,116.11310175734104,0,0,1,2.62
108,1,2.1571387735934286,17.022014251770443,2,0,166.8949741102924,2,1,121.131,0.5756011750911654,0,1,0.4221346209048283,12,140.08343016543347,1,129.2439943763414,2,-25.249967392437597,0.0337842292254258,200.89600000000004,43.25591095528913,0.7850650628397676,7.247900659184945,305.8785630139433,2.0,179.20778261142712,4.532863206202043,5.0,113.2020011130789,0,0,1,1.97
109,1,2.16895708230113,17.413158306996184,2,0,85.89832662523405,2,1,121.131,0.3336402628415084,0,1,0.4110009223391643,12,111.43304206481598,1,89.47691914516717,1,-24.06697083494131,0.034079921767329,199.96000000000004,46.2257197671448,0.7128271793837183,7.338642022322395,308.64825304424545,2.0,0.6092584358451679,3.381228567466392,5.0,116.36775073247608,0,0,1,1.98
110,1,2.1514040719077245,16.874790623894988,2,0,168.8136405983117,1,1,103.14,0.4163036469001362,0,1,0.3832314458696184,12,141.13372539543616,1,126.78298402641542,2,-19.021457521438503,0.0351163728268886,195.97600000000008,42.84273762694435,0.768781279824552,7.1123936813121205,335.4846076976252,2.0,179.97064804098963,4.49988491264547,5.0,111.13998399704666,0,0,0,1.78
111,1,2.1698918022482685,16.637468160947982,2,0,85.43924765255015,1,1,103.14,0.611035769510748,0,1,0.3859277400742014,12,111.0071348777515,1,89.34879207425504,1,-19.443836207104884,0.0350626427265399,194.00800000000004,40.55168213887246,0.8674494805585333,7.017484356468684,330.88809874673206,2.0,0.4783974980620959,3.375885245342474,5.0,116.41086717012216,0,0,1,1.77
112,0,1.4873796415692262,17.75720910257114,2,0,124.5001452534137,3,2,153.148,0.7438794672233934,1,1,0.4859700924800365,13,122.59651693137396,1,117.96718400882916,0,-22.994162237533736,0.0267939432921555,220.3760000000001,0.0,0.8365981817548114,7.562637082279614,406.7596581842382,2.0,104.567925534941,3.066266818906855,6.0,114.65860559603009,0,1,1,2.54
113,1,1.4823924599368077,17.50977935903021,2,0,122.64859846504548,2,2,135.158,0.6221987660024337,1,1,0.4980159798458888,13,122.42005588206288,1,116.19298605388794,0,-20.12776057842576,0.0328752419927574,215.16000000000005,7.100733252472966,0.851762029017147,7.342720697793631,327.671358606898,2.0,101.55844638952765,3.028236180197706,6.0,113.8037743798488,0,1,0,2.04
114,1,1.4767270414421043,15.402667940089769,2,0,122.78108177442417,1,2,117.167,0.2857164861381652,1,1,0.7909681376652113,13,122.24535246841177,1,115.65263473980602,0,-17.56314912317634,0.0316520376842286,209.92800000000005,18.854669205664003,0.7593341182473896,6.366940580660143,339.8216033962183,2.0,102.19027476991025,3.009785947187934,6.0,112.99905653158416,0,1,0,2.0
115,1,,13.829488774449556,2,0,,0,2,85.15,0.4966728419700285,1,1,0.5465622132527357,12,,1,,0,-12.51279808167565,0.032445438722891,188.11200000000005,19.44827660861744,0.7606330300458689,5.298127115369844,349.0517894364413,0.0,,,6.0,,0,0,0,1.39
116,0,1.4773335675960304,17.292004109268856,2,0,101.65850063289216,3,2,139.121,0.8800699735886616,1,1,0.5958157463709893,12,124.88360455919818,1,103.48984249432128,0,-24.332703544182607,0.0270644522037444,204.48000000000005,0.3334482103619106,0.7964878737115648,7.031908825573008,378.2526070158896,2.0,50.53267391068521,2.848420175093104,5.5,116.423928279211,0,1,0,2.12
117,1,1.4697246751080923,16.560730487893412,2,0,99.79828757439402,2,2,121.131,0.6901307248426488,1,1,0.5504251088054097,12,124.72963538877728,1,101.67105233240024,0,-22.44176556725894,0.0318010665452569,199.56800000000004,5.715031296036955,0.765592970111376,6.646141967716886,297.3401910742677,2.0,46.50893750264408,2.801915593794104,5.5,115.57295297882752,0,1,0,1.88
118,1,1.4659536466742664,15.41681647043879,2,0,100.24461410847444,1,2,103.14,0.4674375899686313,1,1,0.4708229398432176,12,124.66393205367118,1,101.044434412895,0,-17.885404928940382,0.0346339729083458,193.97600000000008,30.979311860955264,0.785130989956255,6.077753081299274,325.9191217842021,2.0,49.62495964934652,2.7842571108546745,5.5,114.22719630119808,0,1,0,1.75
119,1,,14.231520909635751,2,0,,0,2,71.123,0.5268929569613229,1,1,0.308923345573396,11,,1,,0,-12.77925136916378,0.0355932081831423,171.79200000000003,30.413279848195486,0.7955084432431401,5.295375533562202,332.4453749173496,0.0,,,5.5,,0,0,0,1.19
120,0,1.4839693640424936,16.857813053336756,2,0,107.62076271810491,3,2,125.094,0.8868796624474405,1,1,0.5344746536340275,11,133.96553160960804,1,101.11186163585076,0,-26.72300924536481,0.0280724849763455,189.66400000000004,0.4829330519094986,0.831081581930515,6.624736302999465,350.7477875716806,2.0,44.39365565264945,2.995645076786715,5.0,114.83204047029874,0,1,1,1.75
121,1,1.477393011923435,16.16901229642061,2,0,120.43853099989413,2,2,107.104,0.5311909881266424,1,1,0.5128700852022269,11,133.5564354187524,1,110.62391223927352,0,-25.12362469849409,0.0324666389498826,184.17600000000004,7.778836503894934,0.8281206615866317,6.302023633626379,272.6906848094326,2.0,79.45286592295811,3.1645300836208845,5.0,115.28955001223883,0,1,0,1.51
122,1,1.4757443923382942,15.111608915435118,2,0,105.81754436057474,1,2,89.113,0.6713891782360344,1,1,0.4962375920977764,11,133.8722294025266,1,98.46644963001872,0,-19.892862279214427,0.0364797450472136,179.03200000000004,35.460968064598994,0.8020695141553441,5.743224742794583,296.84562376129765,2.0,41.87330635426157,2.931730440904262,5.0,112.69833564282573,0,1,0,1.4
123,1,,13.97636145034818,2,0,,0,2,57.096,0.5396180255699825,1,1,0.2465359320824603,10,,1,,0,-14.01370352259164,0.0372278138699765,156.68800000000005,31.87904479592171,0.765231646292775,4.94563307182541,308.84997377441255,0.0,,,5.0,,0,0,0,1.13
125,1,,17.15245126252363,1,0,,2,1,81.066,0.5569299358351956,0,1,0.1950880587668601,9,,0,,0,-29.22660888843628,0.0369986329089848,159.92000000000004,9.020352500222227,0.8409664724954604,6.331250952821295,236.67370163374548,1.0,,,6.0,,0,0,1,1.37
128,0,2.479108373032884,15.701919019420597,2,0,134.2679541124859,3,2,153.148,0.8369550021838315,1,1,0.6147686404328944,13,136.83113671841605,1,141.11050012865616,0,-26.895467233545748,0.0265106897016303,220.12800000000004,0.8875853314251463,0.8539029204327143,6.771398018109497,395.1625406832497,2.0,86.58850132306041,4.38147222379514,6.0,142.80988126896852,0,1,1,2.21
129,1,2.4531886496357096,16.124370354191683,2,0,131.36987425663975,2,2,135.158,0.5459928754216802,1,1,0.4912532466006863,13,133.01704852378714,1,142.3169632465204,0,-23.114617338058626,0.0343627681760959,215.51200000000009,42.19285197385732,0.8631908425816314,6.886904688165268,314.8096340353175,2.0,89.35181709228682,4.355128603015827,6.0,143.8579168340294,0,1,1,1.73
130,1,2.456649146076328,14.722712728151484,2,0,131.7143242877989,1,2,117.167,0.4911402725353792,1,1,0.5441597817672718,13,133.11300076829838,1,142.95824372568543,0,-19.19647552645346,0.0343441309560949,209.95200000000008,33.49134610695085,0.6979696347881992,6.216450664147905,343.28195216826737,2.0,90.29771290229012,4.37085811089776,6.0,144.342769220479,0,1,0,1.52
131,0,2.3440584165798866,15.904001926569778,2,0,153.67724305597912,3,2,139.121,0.7626185612188651,1,1,0.6276777527660603,12,160.00679829333876,1,142.7788295541136,0,-27.352509550209863,0.0270757370332288,204.17600000000004,0.0,0.8171047752826107,6.5500568472420735,375.7543316626389,2.0,78.88745701460883,4.420189194998213,5.5,144.06882589121523,0,1,1,1.7
132,1,2.35540165520777,16.112096714889294,2,0,154.03501429573674,2,2,121.131,0.3772584156633154,1,1,0.4998477697541602,12,161.75694055059088,1,141.9357201505081,0,-23.944972866450552,0.0357985851695465,199.27200000000005,45.37694280208528,0.7888751677916586,6.574718852245443,299.86071691727113,2.0,73.25123840129211,4.433088244023234,5.5,143.5151694608489,0,1,0,1.4
134,0,2.049343699281783,16.091849157109692,2,0,178.84173168126,3,2,125.094,0.5305150667934693,1,1,0.4744190197759695,11,164.6846482074316,1,145.68172411002848,0,-31.146396721019627,0.029014844651286,189.5360000000001,0.5036375125764638,0.8067966274039247,6.527921957850998,361.5925405839495,2.0,179.78940511947667,4.354034788586448,5.0,140.62832938712987,0,0,1,1.66
135,1,2.057987482810871,16.149654969586383,2,0,176.09716837987148,2,2,107.104,0.457123672752339,1,1,0.3627887554485666,11,166.49815394758366,1,142.8120230976554,0,-27.39493932274689,0.0364210491635265,184.01600000000005,46.68539278138818,0.8114134841307677,6.420083861920043,273.70051756537515,2.0,179.99093585996908,4.339311776933237,5.0,138.38096573968048,0,0,0,1.4
136,1,2.0587232748207,15.022564079930602,2,0,177.31502851394688,1,2,89.113,0.1301308357333629,1,1,0.3589649603571447,11,165.87025452961944,1,144.56836782996473,0,-22.0334332135276,0.0383568267350784,178.72800000000004,40.87154147830288,0.838440714476795,5.877952020454563,302.54205887247934,2.0,179.762270031424,4.365052242039257,5.0,139.9304625672054,0,0,1,0.93
138,1,,16.513532345023126,1,0,,2,1,95.093,0.5568668874983042,0,1,0.4373259780103826,10,,0,,0,-28.66918857028813,0.0371469070797959,176.06400000000005,38.47659447129327,0.9544051868028024,6.50295523794062,267.6227403036838,1.0,,,6.0,,0,0,0,1.49
139,1,,16.502692425139905,1,0,,1,1,77.102,0.3841858708748418,0,1,0.6577524942029993,10,,0,,0,-19.283910317440736,0.0389423415558442,170.84800000000004,21.26081665801121,0.7636244151229155,6.2072968026523405,301.2070786515208,1.0,,,6.0,,0,0,0,1.28
140,1,,14.847936452295755,1,0,,0,1,45.085,0.4393457960098127,0,1,0.3883726017416657,9,,0,,0,-14.558388130804726,0.0381887236695073,148.84000000000003,21.5555508854769,0.7186736397697125,5.051098582062837,305.0583565939145,0.0,,,6.0,,0,0,1,1.31
141,0,2.92709817074624,15.862044389003216,2,0,179.53544935972403,3,2,153.148,0.6432052230930955,1,1,0.5318949254074932,13,156.92980682773393,1,114.50726010863646,0,-26.14974493982153,0.0276010689682537,219.74400000000009,0.1752531959311784,0.742391108223451,6.893549400605176,398.0176242657895,2.0,179.7235940369514,4.505816292102002,6.0,109.72327158485284,0,0,1,2.2
143,1,2.907572080938848,15.23869146663129,2,0,148.00618390635103,1,2,117.167,0.1755058472005385,1,1,0.7469085297047581,13,157.496381260716,1,147.44911520015916,0,-16.963874067597295,0.0343920619481081,209.8400000000001,25.20365170097088,0.7505241377802172,6.369276931315206,340.03672137205217,2.0,0.2688357850535813,4.997367954005487,6.0,152.1758351762265,0,0,1,1.45
144,1,,17.107156624274406,1,0,,1,1,91.129,0.4647647342279863,0,1,0.2797709822979915,11,,0,,0,-19.720951862121623,0.0379030927003405,186.06400000000005,38.61057337675711,0.9682348994092234,7.12609307511018,328.7214814282493,1.0,,,6.0,,0,0,0,1.56
145,1,,17.155481789616903,1,0,,2,1,109.12,0.8742839251082306,0,1,0.4730953556703921,11,,0,,0,-25.693087851486432,0.0365434733887107,192.7920000000001,40.5157869705318,0.9085202589163726,7.153187700515099,298.5599795645946,1.0,,,6.0,,0,0,1,1.76
146,0,,16.836716473681044,1,0,,3,1,127.11,0.2274176510155877,0,1,0.4773548796722916,11,,0,,0,-30.717296081574624,0.0279367510110759,197.55200000000005,0.1757718775135329,0.7846433658052854,7.266767659128152,387.5850958989498,1.0,,,6.0,,0,0,0,2.28
147,1,,15.30831167699656,1,0,,0,1,59.112,0.4402090188254843,0,1,0.2296903836539888,10,,0,,0,-15.090548712124532,0.035149401512259,165.44000000000003,33.79414227462242,0.8567900148054269,5.783977462792882,331.99960307712894,0.0,,,6.0,,0,0,1,1.72
150,0,2.1319087977385505,16.11643575774036,2,0,147.57921183445407,2,1,107.104,0.791497519458521,0,1,0.3599628411567245,11,142.71776548896278,1,177.19172278960858,0,-28.323645460423155,0.0315832019876363,184.47200000000004,4.694229589795051,0.8409475638759082,6.478506949120778,275.7284672456819,1.0,177.62440941841314,4.227340150128593,5.0,162.1570553803137,0,0,1,1.94
151,0,1.5281842109913817,17.513589048767166,2,0,97.45064050837271,2,1,121.131,0.3031656650187436,0,1,0.5519051811179474,12,114.09129219445563,1,97.21966751718412,0,-23.9176632580724,0.0286655770298707,198.84800000000004,0.0,0.8679733704911935,7.3520465351015,314.69336069219173,2.0,14.536686004225356,2.723724216800629,5.5,128.5283789947429,0,1,1,1.87
153,0,1.539354740061624,17.888652291169045,2,0,93.04680998819023,2,1,135.158,0.2132599870309996,0,1,0.6283786385652325,13,111.84888052728456,1,90.7605678510914,0,-21.84619010916297,0.0283892986202008,215.24000000000004,0.0,0.8892348565774303,7.750104332435105,338.66767035752645,2.0,2.9159683634943354,2.633016226120392,6.0,123.88257558041398,0,1,1,2.16
154,0,2.5197285045858124,16.59128579630503,2,0,88.8797609777914,2,1,135.158,0.1960876412893842,0,1,0.5918115083336832,13,97.35133040176582,1,111.80708192363038,0,-23.943524289208423,0.0304966873920133,214.03200000000004,36.3448421580397,0.8805314712617379,7.281128870744969,331.8992589361904,2.0,34.2826202582531,3.455268425431756,6.0,136.48970914088497,0,1,1,2.31
155,0,2.958716687280762,16.480026819852597,2,0,110.72340232552908,2,1,135.158,0.6323578867098922,0,1,0.7039164243231276,13,105.81698539935672,1,179.38295087909856,0,-23.286109662954136,0.0298078767819824,215.17600000000004,33.282577648744294,0.9309963436550176,7.241067850895935,330.4806995679532,2.0,178.70516759609754,4.450970658432986,6.0,156.93161016928016,0,0,0,2.32
156,0,1.5400908889638938,19.165271577809783,2,0,90.58104741808263,2,1,149.185,0.3039937477313871,0,1,0.7300460137419218,14,110.1579811521072,1,87.80286583993791,0,-18.394697803723727,0.0311073464888656,231.6080000000001,0.0,0.8880424115847559,8.532338339081646,371.5349487859174,1.0,4.930933839455341,2.577171817254342,6.5,121.75061280264188,0,1,1,2.56
157,0,2.5824031687545888,17.185854815217695,2,0,87.6729185561421,2,1,149.185,0.2074994264424555,0,1,0.7796960705530068,14,94.57388864605292,1,113.52269289147831,0,-21.775249323368687,0.0288101345701517,231.18400000000003,36.23408696845091,0.8911575553285725,7.796447742294773,354.70579583932806,2.0,49.11714174110298,3.4756936091272044,6.5,134.67476671090395,0,1,0,2.57
158,0,3.063196142487977,16.400230205196912,2,0,73.10144280856369,2,1,149.185,0.2758192127694583,0,1,0.7719803587786872,14,82.62569278716893,1,106.07314694333664,0,-22.509439564024504,0.0295885281401665,230.05600000000007,37.200849906855865,0.9140221169791536,7.466914262975837,349.2659241281895,2.0,2.38100019519998,3.5368594655281465,6.5,132.65365289517752,0,1,0,2.5
159,0,,17.015125765143782,1,0,,2,1,109.12,0.4680215865706794,0,1,0.4592661391492317,11,,0,,0,-26.0994745372591,0.029755888666778,193.04000000000005,0.0,0.7586440072657212,7.051862586416647,307.9098312780389,1.0,,,6.0,,0,0,1,2.04
160,0,,16.881096289952286,1,0,,2,1,109.12,0.5945528020525648,0,1,0.4755395850286835,11,,0,,0,-24.194584756338266,0.0310431396650972,192.64000000000004,45.6389056972999,0.7887127025767292,6.979371990515189,312.3333313940654,1.0,,,6.0,,0,0,1,1.81
161,1,,17.05731919305714,1,0,,2,1,109.12,0.8742839551965892,0,1,0.2784881034376733,11,,0,,0,-27.236426298656703,0.0351137902655162,192.7920000000001,43.966658415971416,0.9724174817951964,7.284070035222116,294.2575217195094,1.0,,,6.0,,0,0,1,1.76
162,1,,15.01374510735175,2,0,,0,1,57.096,0.4517776372540591,0,1,0.3020545062474187,10,,1,,0,-15.763243429911428,0.0349031903996685,157.88800000000003,34.58156951008483,0.7943949308659994,5.481119045755539,319.470646422228,0.0,,,4.5,,0,0,1,1.29
163,1,,15.779908056882183,2,0,,0,1,85.15,0.450465567046992,0,1,0.5558446766386763,12,,1,,0,-13.73295995413934,0.0331547556551649,188.10400000000004,32.855984881791294,0.8943276137038965,6.411783265687784,364.5191676707387,0.0,,,5.5,,0,0,0,2.23
164,1,,16.68879403042944,2,0,,0,1,113.204,0.4438646412877287,0,1,0.8518405869030815,14,,1,,0,-12.031993216839329,0.0320139742156874,221.2800000000001,26.596686876569528,0.8994032625973826,7.421029624063831,407.619090264653,0.0,,,6.5,,0,0,0,3.03
165,1,,15.383827121352816,1,0,,0,1,73.139,0.4387410593522674,0,1,0.4447012006840169,11,,0,,0,-14.93002401693014,0.033462202018308,182.61600000000004,36.78791942516485,0.8650470245805233,6.178494028506792,354.46007314632897,0.0,,,6.0,,0,0,1,2.23
166,1,,16.576520501329103,3,0,,0,1,111.188,0.4440502624825636,0,1,0.45413491574698,14,,2,,0,-13.234460772560762,0.0325562972658126,214.39200000000005,40.61260622893508,0.9841958792783146,7.3899771133175856,401.1267850145619,0.0,,,4.333333333333333,,0,0,0,3.26
168,0,4.139879796338791,17.13010194712173,3,0,146.48197716475238,2,1,147.169,0.628146591755682,0,1,0.7978822538910997,14,146.236636481264,2,156.88753911251695,0,-23.62850720405681,0.0293013039586318,225.03200000000007,25.920574776628897,0.9550366218494106,7.962412439278911,342.1226356492068,2.0,96.5978802354054,6.174073451210089,4.333333333333333,157.46656435162652,0,0,1,2.53
169,0,1.5515887218113034,17.16014406720619,2,0,139.47474271380923,3,1,139.121,0.8771646197807711,0,1,0.6128917197620509,12,114.72645355093854,1,139.5838758083545,2,-29.06785745875408,0.0271976653135204,206.20800000000008,0.0,0.8232428925684775,7.408671472401272,391.1635284859474,2.0,147.37807471918003,3.832728492073918,5.0,114.9677234919383,0,2,0,2.54
172,0,1.5074534063716998,16.77729533920642,2,0,140.63214024124352,3,1,125.094,0.8843066950591242,0,1,0.5285158912170088,11,121.01993385108965,1,140.27024442973592,2,-31.6458384313432,0.0277350728642396,190.34400000000005,0.5163510007916126,0.8467011863879671,7.02217221559905,373.3648576767474,2.0,140.566148279275,3.818983881152599,4.5,120.96357013734676,0,2,0,1.79
173,0,1.5083713094024376,16.993317842854555,2,0,93.72272156300166,3,1,125.094,0.5183923595173908,0,1,0.4947901497882562,11,121.98726683393043,1,94.78530811753478,1,-30.724387385312617,0.0267206286060783,190.07200000000003,0.1721170002638708,0.7541395840206698,7.030813779039852,369.1130205254955,2.0,0.3533705668651675,3.070954185252768,4.5,122.92655430026451,0,2,1,2.16
174,1,1.5064565650063493,16.85998296504407,2,0,138.5477229050489,2,1,107.104,0.7094509033502845,0,1,0.4943484240497422,11,120.18971444902394,1,137.51472983496504,2,-28.495943910980987,0.0346990083602914,184.89600000000004,47.82965473584547,0.8746298296057431,6.956378720824144,282.68984816882306,2.0,136.57822034871455,3.777534043721619,4.5,119.50401303024414,0,2,1,1.64
175,1,1.5080324659920927,17.390763545922066,2,0,93.62777463341442,2,1,107.104,0.4735693712592238,0,1,0.4599379151401324,11,122.42909169428285,1,94.02909127846348,1,-26.09436439716382,0.0348298002522459,185.03200000000004,44.7928512605537,0.7612356081772148,6.974580872737257,286.5024338824472,2.0,2.218769136635632,3.0621127421722854,4.5,121.94102180846798,0,2,1,1.36
176,1,,15.156860844453943,2,0,,0,1,71.123,0.4493489102240785,0,1,0.399462353541145,11,,1,,2,-15.134974045494548,0.0334826696737696,174.46400000000006,34.69509297425832,0.8872015981772615,5.894519090637794,344.4391054623396,0.0,,,4.5,,0,2,0,1.83
177,1,,15.457993971787667,2,0,,0,1,71.123,0.4544256945745418,0,1,0.5097174061817611,11,,1,,1,-14.947770123173726,0.032037873473012,174.54400000000004,36.0295196271144,0.7821603836479655,6.056597403364025,347.4720698065694,0.0,,,4.5,,0,2,0,1.64
180,1,,15.517112093927048,3,0,,0,1,83.134,0.4571845587696244,0,1,0.4714560315246276,12,,2,,0,-15.04290273901971,0.0330000313081355,183.08000000000004,35.46421454737082,0.7970999641512729,6.26973020173918,358.44822423344243,0.0,,,3.6666666666666665,,0,1,1,2.08
182,0,2.7064723163428988,16.898148064532208,3,0,138.81266359005244,2,1,119.115,0.9673613931219156,0,1,0.5664045847374533,12,131.9780262889838,2,147.8319850574904,0,-28.09919141494624,0.0303273238486008,194.09600000000003,13.388846641920123,0.8029471938671882,7.206489250019818,294.6794735027557,2.0,139.1401097984828,4.52263423047147,3.6666666666666665,137.03427488204724,0,2,0,2.04
