,mol_num_cycles,nFaHRing,naHRing,angle_R2X2R1,distance_between_atoms_in_f_group_centers,tpsa+f,cis/trans,GeomShapeIndex,angle_R1X1R2,FPSA3,nFHRing,nAHRing,chirality,naRing,identificator,nFARing,nHRing,nFAHRing,nF,TASA,nO,PNSA5,angle_X1X2R2,dihedral_angle,nN,f_to_fg,nFRing,nARing,PPSA5,dipole_moment,mol_volume,PBF,f_atom_fraction,nC,RPCS,nFaRing,avg_atoms_in_cycle,angle_X2X1R1,f_freedom,fold_id,pKa
114,1,0,0,91.06442452949229,2.31722530987775,26.76011624766774,0,0.5352833467315358,89.01597205018811,0.0344279035638303,0,1,0,0,2,0,1,0,1,234.71263985336375,0,-8.088744222726383,110.31124773629386,2.55973044685012,1,2.0,0,1,10.480549777441093,0.4511716886370746,118.46,0.6043915781113224,0.1666666666666666,6,56.43432790547711,0,6.0,124.60569001722016,1,0,9.52
115,1,0,0,0.0,0.0,12.03,0,0.3252375622585394,0.0,0.0364488973410329,0,1,0,0,2,0,1,0,0,240.87296381404383,0,-3.1034841246144587,0.0,0.0,1,0.0,0,1,8.656439265406581,0.1745796689561977,95.94,0.5876324307973995,0.0,5,85.63898707677923,0,6.0,0.0,1,0,11.12
116,1,0,0,109.40876409237312,3.17996060575925,61.47917208389902,0,0.6695003185765837,111.45338933678696,0.022642901944729,0,1,0,0,2,0,1,0,3,263.76954594060726,0,-17.415465662572892,117.3242152188444,69.45062474010194,1,2.0,0,1,12.28559615123242,0.4361457107463578,113.0,0.6778125818655801,0.6,5,0.3109233083440204,0,5.0,127.22357823139716,0,1,6.06
117,1,0,0,96.64063502292376,2.568074937666837,43.88976565465315,0,0.61200916498398,95.664404709362,0.0313276401815728,0,1,0,0,2,0,1,0,2,179.22515685606226,0,-14.420878523339596,115.33662953609652,13.815619581564713,1,2.0,0,1,11.558037718197625,0.480553923884276,107.48,0.670246346273359,0.4,5,4.930604175708893,0,5.0,127.92735720389008,1,1,7.78
118,1,0,0,95.09907173111634,2.968224327254803,28.73640597691621,0,0.6646655519148158,94.80111142027968,0.0372645462091965,0,1,0,0,2,0,1,0,1,215.02205647128304,0,-9.201248101739816,113.7821759722827,15.448358713401696,1,2.0,0,1,10.294822019885162,0.335758948996987,102.65,0.621224462326784,0.2,5,91.29503011121534,0,5.0,127.68672153547914,1,1,9.55
119,1,0,0,0.0,0.0,12.03,0,0.3059452619580363,0.0,0.0326096294327236,0,1,0,0,2,0,1,0,0,207.79816327938065,0,-4.677666859537789,0.0,0.0,1,0.0,0,1,7.571427555359402,0.1916940282917477,80.48,0.6359211521283942,0.0,4,53.00559726399776,0,5.0,0.0,1,1,11.31
120,1,0,0,113.40717445998791,3.29091777357669,61.61277861348943,0,0.7271551439517541,124.31790111092953,0.0237563415337784,0,1,0,0,2,0,1,0,3,248.4309098291047,0,-20.884094341827076,116.9632000689954,82.99444390844924,1,2.0,0,1,11.485705768131044,0.3914834489292583,97.98,0.6177602971732395,0.75,4,0.4876218928746362,0,4.0,135.7485932400956,0,1,5.84
121,1,0,0,99.85195986519948,2.457819545311499,45.7831554971285,0,0.7471571298002841,107.5617235459203,0.0353846213326147,0,1,0,0,2,0,1,0,2,157.1623760352955,0,-17.526902036660527,114.82210422741925,35.86934823326207,1,2.0,0,1,11.322843754277894,0.4894972994063016,92.58,0.6266764983879467,0.5,4,4.678610694188518,0,4.0,136.1440447876159,1,1,7.83
122,1,0,0,98.62831009504391,2.462720013250961,26.526736475214072,0,0.6790968623778465,106.8946871764692,0.0356608770527436,0,1,0,0,2,0,1,0,1,177.8622022028675,0,-12.955116160345506,113.48841107976556,36.9195394548176,1,2.0,0,1,8.98532262116835,0.3036823709548227,87.34,0.6326487321089455,0.25,4,77.30061404937489,0,4.0,135.88193973312863,1,1,9.67
123,1,0,0,0.0,0.0,12.03,0,0.2735503738195064,0.0,0.0373425713264482,0,1,0,0,2,0,1,0,0,188.43668508076047,0,-4.818445900955231,0.0,0.0,1,0.0,0,1,7.629591546072429,0.2189169960978925,65.41,0.5449273488590114,0.0,3,65.11443949749663,0,4.0,0.0,1,1,11.29
126,0,0,0,0.0,0.0,41.64306509744827,0,0.7367659306824067,0.0,0.0507493186932566,0,0,0,0,1,0,0,0,1,140.99239215761082,0,-18.64766790058255,0.0,0.0,1,1.0,0,0,10.181664465856144,0.3913210742586738,63.18,0.461363647403886,0.5,2,122.71093078519974,0,0.0,0.0,1,0,8.96
127,0,0,0,0.0,0.0,26.02,0,0.3944633306865125,0.0,0.0511299517337285,0,0,0,0,1,0,0,0,0,138.0955880771388,0,-8.38554994630919,0.0,0.0,1,0.0,0,0,8.21984255975154,0.1596947557289105,41.01,0.3813485364530277,0.0,1,73.47553953757973,0,0.0,0.0,1,1,10.78
130,1,0,0,142.4859776163947,4.4936121451993225,27.54352200090752,0,0.6422838373782467,132.78339217237055,0.0337961410268291,0,1,0,0,2,0,1,0,1,223.1462445719888,0,-8.916770382530755,144.0477545746863,89.1579492634537,1,2.0,0,1,9.410899219647794,0.2603797067195995,118.06,0.6134579614123067,0.1666666666666666,6,80.49253122379525,0,6.0,134.52602871599495,1,0,10.32
132,1,0,0,150.84052146254703,2.0031734523228453,43.65360686429735,0,0.6876058285014618,150.3664737496796,0.0365870228208366,0,1,0,0,2,0,1,0,2,180.9823346812884,0,-15.469867289111756,147.41700444840214,118.79713518693352,1,2.0,0,1,10.934114532045424,0.4338093325397577,107.48,0.6282504625393658,0.4,5,6.702013653562004,0,5.0,146.14070974574398,1,1,9.75
133,1,0,0,151.24662385098603,3.700868374912796,28.156916258105653,0,0.5137099296880142,149.9078953741642,0.03973728544582,0,1,0,0,2,0,1,0,1,214.7931725182504,0,-9.09059727400116,148.24405574094936,116.37524789650408,1,2.0,0,1,9.3314201771533,0.2808380480451646,102.23,0.7034131313986224,0.2,5,94.1933608181072,0,5.0,146.2575313628712,1,1,10.38
134,1,0,0,150.3340966638982,1.8136049523586617,61.70806608572301,0,0.8831096367610483,176.14041692668167,0.0241372042963305,0,1,0,0,2,0,1,0,3,234.2843134393904,0,-27.927411095755232,144.05676786901824,179.99998032831223,1,2.0,0,1,10.0675231168531,0.2726980655413391,97.85,0.6589667081744836,0.75,4,0.3972150963667773,0,4.0,161.2718960339621,0,0,8.67
135,1,0,0,103.44173207136691,3.718658585664615,43.74004262047647,0,0.8060612404231347,134.16189349415532,0.0376268552414098,0,1,0,0,2,0,1,0,2,152.88457403865738,0,-23.3052565779033,109.13210491771746,5.769383972796765e-06,1,2.0,0,1,10.353966547564475,0.4329350280619798,92.05,0.5947681283280785,0.5,4,5.714436735106119,0,4.0,162.91047041966647,1,1,9.57
136,1,0,0,104.82094652580942,2.878070779587368,26.755389590378087,0,0.7323207246916428,134.79959083910512,0.0390899664857943,0,1,0,0,2,0,1,0,1,177.56126810846024,0,-18.46927198787143,110.42829276212083,0.3169824738536027,1,2.0,0,1,8.383642790319442,0.391269249576163,87.04,0.57049880825873,0.25,4,106.05281527224878,0,4.0,163.12200730660467,1,0,10.05
137,0,0,0,0.0,0.0,73.44293134769265,0,0.5794156663616521,0.0,0.0314520168327244,0,0,0,0,1,0,0,0,3,231.3955282864577,0,-26.650769258752867,0.0,0.0,1,1.0,0,0,11.30777654700781,0.3945627273777138,89.64,0.583501517742357,1.0,3,0.511163407317828,0,0.0,0.0,0,1,8.88
138,0,0,0,0.0,0.0,58.62327167471809,0,0.50555873866762,0.0,0.0441667470827526,0,0,0,0,1,0,0,0,2,145.70623148202182,0,-19.21354309672379,0.0,0.0,1,1.0,0,0,11.91435485041402,0.3888361961646058,85.09,0.6082703782448189,0.6666666666666666,3,7.138520664938822,0,0.0,0.0,1,1,9.02
139,0,0,0,0.0,0.0,41.84078831759959,0,0.8222372519956794,0.0,0.0437632065668689,0,0,0,0,1,0,0,0,1,160.74361958567286,0,-12.388330766371745,0.0,0.0,1,1.0,0,0,10.089187159653232,0.2669358824292112,79.87,0.569550838642207,0.3333333333333333,3,99.01814487287936,0,0.0,0.0,1,0,10.05
140,0,0,0,0.0,0.0,26.02,0,0.8344129108473579,0.0,0.0471593201434875,0,0,0,0,1,0,0,0,0,182.19806712476208,0,-5.438140959142295,0.0,0.0,1,0.0,0,0,8.813618340820051,0.1580642052820867,57.42,0.5574393660701853,0.0,2,85.2493037353694,0,0.0,0.0,1,1,10.75
141,1,0,0,117.97679689062149,4.87312084964917,59.85748873323671,0,0.6158412843222035,174.24454383415983,0.0272768015145209,0,1,0,0,2,0,1,0,3,291.3117065812521,0,-15.00882204281632,112.06560889476408,179.99998355682828,1,2.0,0,1,12.298357040919742,0.3260129020019989,128.63,0.6376119298323288,0.5,6,0.3244759905858601,0,6.0,152.31484328808236,0,0,9.6
142,1,0,0,143.16528183140971,1.0119068483699512,42.98334173698132,0,0.6106164399182831,142.2394785189958,0.0349140655573751,0,1,0,0,2,0,1,0,2,201.99339484406465,0,-12.171216687081802,149.06751472463023,3.0339914778723063e-05,1,2.0,0,1,11.48034610814739,0.372012401086434,123.14,0.6333310792787643,0.3333333333333333,6,7.150318535820773,0,6.0,152.72687024898482,1,1,10.19
143,1,0,0,143.71077330305974,5.291729133176324,26.84644298325179,0,0.6153583470292671,142.93624284112713,0.034808443256566,0,1,0,0,2,0,1,0,1,225.02598875848884,0,-7.561111550976551,149.48922103145335,0.2640895104470653,1,2.0,0,1,10.115107021077597,0.3535166918604188,118.21,0.6279618380681369,0.1666666666666666,6,75.23498454700864,0,6.0,153.28532005759172,1,0,10.46
145,0,0,0,0.0,0.0,58.9067550363209,0,0.6970818743668794,0.0,0.0384968630884434,0,0,0,0,1,0,0,0,2,164.11785725392284,0,-17.979457700539307,0.0,0.0,1,1.0,0,0,11.426016554134318,0.5561260413789585,101.58,0.5381160854431367,0.5,4,5.987755752794247,0,0.0,0.0,1,0,10.04
146,0,0,0,0.0,0.0,75.31689954091739,0,0.8211156915295937,0.0,0.0304145710843813,0,0,0,0,1,0,0,0,3,261.30745568752883,0,-21.937035068039403,0.0,0.0,1,1.0,0,0,11.895772981875302,0.5482636582885818,107.42,0.5491441818394533,0.75,4,0.3222541376481652,0,0.0,0.0,0,1,9.74
147,0,0,0,0.0,0.0,26.02,0,0.5715195946303352,0.0,0.0384342320876543,0,0,0,0,1,0,0,0,0,200.3537686312756,0,-5.358904687159864,0.0,0.0,1,0.0,0,0,8.593741094578412,0.1596196189469367,74.04,0.5354601514700499,0.0,3,45.77030714314906,0,0.0,0.0,1,1,10.03
149,1,0,0,110.84736427756928,1.1402567450127006,58.56637887519764,0,0.5821936937264944,101.59434006602382,0.036311674637355,0,0,0,0,1,0,0,0,2,158.79573381203858,0,-18.99363492736525,137.06250558855606,45.31886394286404,1,2.0,0,1,11.333120842057903,0.4856750430994629,92.01,0.5802523454141993,0.5,4,2.049796067363115,0,4.0,111.9431790168941,0,0,7.2
150,1,0,0,179.03316823645906,1.0199145547761617,60.53420600909094,0,0.428255604457166,140.71574872431222,0.0388678207236569,0,0,0,0,1,0,0,0,2,159.40890976783786,0,-20.826202466567054,161.15849388368602,179.99999539176807,1,1.0,0,1,10.795925489639757,0.5285703857355069,91.07,0.7082014140344505,0.5,4,2.653093021446074,0,4.0,135.55713709712063,0,1,8.37
152,1,0,0,149.0099727940771,0.8503896736673202,58.12369254352723,0,0.6009373379985979,152.23603712700722,0.0345094264277165,0,0,0,0,1,0,0,0,2,181.28407998506628,0,-18.341326149436732,145.631522158991,115.4097673591295,1,2.0,0,1,10.29470157413687,0.438973208935851,107.54,0.7555070203953832,0.4,5,0.1465740296158806,0,5.0,149.55614045897255,0,1,8.83
153,1,0,0,91.44640566911733,1.5285813872197025,56.28432558995694,0,0.5346762861786774,94.9248404046576,0.0309898859950099,0,0,0,0,1,0,0,0,2,203.1480161816164,0,-14.3881337527518,123.77207847639096,3.2124743065783914,1,2.0,0,1,11.259401495196633,0.5093316988550984,122.44,0.6223701133496742,0.3333333333333333,6,0.0,0,6.0,113.631513289581,0,1,7.45
155,1,0,0,179.62890401819038,0.9952731701598512,57.827368616997816,0,0.5549651319194124,108.4397574159035,0.0324910316285108,0,0,0,0,1,0,0,0,2,198.8250322812436,0,-15.38459931073676,156.2329620655331,179.99995948053063,1,2.0,0,1,10.241073254111884,0.5640722881348026,122.96,0.7267001039165825,0.3333333333333333,6,0.0,0,6.0,103.3580804299269,0,0,9.45
156,1,0,0,130.3216972145362,2.7535799714056317,53.78799643456856,0,0.4309622258864742,122.6962352895469,0.0310517966196951,0,0,0,0,1,0,0,0,2,226.1632305498271,0,-12.513894900091923,121.27080933561044,117.2419926166379,1,1.0,0,1,11.806262921061805,0.3946263732656679,138.39,0.7697123229698287,0.2857142857142857,7,0.0,0,7.0,115.17801686108022,0,0,8.13
157,1,0,0,128.93337892425498,1.651859073661615,56.86653201146309,0,0.5225245099664655,139.42676290836908,0.0313048810138502,0,0,0,0,1,0,0,0,2,217.99735120389056,0,-14.710723928759617,129.2447083444208,94.63894474291658,1,2.0,0,1,10.478814227698386,0.4205312759610775,138.52,0.6729026580171652,0.2857142857142857,7,0.0,0,7.0,139.88181366574267,0,0,9.35
160,0,0,0,0.0,0.0,58.219694197376064,0,0.7344508379750161,0.0,0.0340401150209154,0,0,0,0,1,0,0,0,2,171.82088019865088,0,-16.402586020331537,0.0,0.0,1,1.0,0,0,10.612789853662232,0.4170072251502568,101.23,0.561941331137872,0.5,4,0.0,0,0.0,0.0,0,0,9.57
161,0,0,0,0.0,0.0,58.9067550363209,0,0.6970818743668794,0.0,0.0384968630884434,0,0,0,0,1,0,0,0,2,164.11785725392284,0,-17.979457700539307,0.0,0.0,1,1.0,0,0,11.426016554134318,0.5561260413789585,101.58,0.5381160854431367,0.5,4,5.987755752794247,0,0.0,0.0,1,0,10.01
163,1,0,0,0.0,0.0,26.02,0,0.4219211645605032,0.0,0.0337657477535705,0,0,0,0,1,0,0,0,0,224.09909601516915,0,-5.853674621507083,0.0,0.0,1,0.0,0,1,8.03370398539663,0.1579735876888409,96.46,0.7629710454706405,0.0,5,59.43799856686985,0,5.0,0.0,1,0,10.52
164,1,0,0,0.0,0.0,26.02,0,0.4844114202358323,0.0,0.0367792549773484,0,0,0,0,1,0,0,0,0,273.44655986815894,0,-4.162071158750124,0.0,0.0,1,0.0,0,1,9.216645801197748,0.1573100932140587,128.33,0.720929534461479,0.0,7,99.03395630685482,0,7.0,0.0,1,0,10.69
167,2,0,0,141.82406504667782,1.520875107903296,43.18397562943231,0,0.7131259783054138,99.26138155009872,0.0378630657663171,0,0,0,0,1,0,0,0,1,240.4660071131035,0,-8.686059689810623,148.32856443555815,81.64710035882221,1,2.0,0,2,10.43224181563531,0.5207802915700874,126.7,0.7473224386043336,0.1428571428571428,7,94.42861301364556,0,3.5,100.45184917637282,1,0,9.81
169,1,0,0,122.0217961424634,3.163312641517174,75.65503120667042,2,0.7040312378424092,116.9271936142307,0.0277986020944696,0,0,2,0,1,0,0,0,3,262.3285067316044,0,-22.06290228719596,115.85350770901913,109.59056035856318,1,2.0,0,1,11.39678004863242,0.4375431680403318,114.02,0.6727389489188741,0.6,5,0.5502486757624657,0,4.0,109.73410454596888,0,0,7.95
170,1,0,0,121.0188023440664,3.09509941711153,59.93536379962029,2,0.6912671068175453,115.69729731598856,0.0370371022487173,0,0,2,0,1,0,0,0,2,175.22496053889978,0,-19.641936925517506,116.07898596286806,107.47937740910037,1,2.0,0,1,10.80946323313761,0.4162482782973318,108.7,0.6643017761301275,0.4,5,7.087847836526724,0,4.0,109.58415858310354,1,1,8.98
171,1,0,0,121.3769523455244,3.5195306245257783,42.78960211040128,2,0.5933012385085592,115.36810601039116,0.0417756477533305,0,0,2,0,1,0,0,0,1,208.2157148663437,0,-12.578215757927968,116.6991841433624,107.25875256608768,1,2.0,0,1,9.585372144168955,0.2842344203271724,103.51,0.6113314663660019,0.2,5,120.44459493705732,0,4.0,109.34982736626564,1,0,9.32
172,1,0,0,141.2977790542227,1.5960165367543877,75.62292362976896,2,0.6657293836418091,139.37236985590442,0.0292890736260597,0,0,2,0,1,0,0,0,3,246.43394564272535,0,-26.47006803895544,120.91530647274044,141.51341360736092,1,2.0,0,1,10.92947804153692,0.3931144784664414,100.4,0.6937144337470391,0.75,4,0.3116353846456643,0,3.0,119.11308495099011,0,1,7.18
173,1,0,0,95.28558835082065,3.114655494904916,73.87074896236626,1,0.5776609625262316,93.8331538643422,0.0277597350290554,0,0,2,0,1,0,0,0,3,244.06649869527809,0,-24.84350121436803,123.8874673429704,3.016345580287588,1,2.0,0,1,11.306940529954163,0.6092071922587275,99.56,0.6966368489176735,0.75,4,0.0,0,3.0,121.6321552541207,0,1,6.92
174,1,0,0,141.31361023573973,1.2566028078577764,57.94882340571976,2,0.693143151378823,139.37057995973427,0.0401332515445054,0,0,2,0,1,0,0,0,2,155.1631136681871,0,-22.667604542948062,120.82060678670052,141.65215468820975,1,2.0,0,1,10.975461115576554,0.3865368215825312,94.33,0.6613436034496092,0.5,4,5.740005160134484,0,3.0,118.98043954958833,1,1,7.76
175,1,0,0,93.4120142475056,3.0826453694768303,59.57012539812207,1,0.5694267879198862,92.33075584752068,0.042360342499652,0,0,2,0,1,0,0,0,2,164.31001554635722,0,-20.44474223331488,122.45322721005772,2.379937579813559,1,2.0,0,1,11.743144508082866,0.5287610469932081,94.7,0.696740201147752,0.5,4,4.8336885559027225,0,3.0,120.87979245053675,1,0,7.16
176,1,0,0,0.0,0.0,26.02,2,0.620640224374572,0.0,0.041146784637,0,0,2,0,1,0,0,0,0,227.26677027913036,0,-5.7060038065389165,0.0,0.0,1,0.0,0,1,8.670753469834084,0.1506573402039017,83.71,0.5525673479973042,0.0,4,98.95891168285674,0,3.0,0.0,1,0,9.44
177,1,0,0,0.0,0.0,26.02,1,0.4922106226204106,0.0,0.0354635451364921,0,0,2,0,1,0,0,0,0,213.1942788487086,0,-6.524602900950137,0.0,0.0,1,0.0,0,1,7.931815244875843,0.1451941639158263,83.67,0.6787875848355174,0.0,4,78.17754022945682,0,3.0,0.0,1,0,9.15
180,2,0,0,0.0,0.0,26.02,0,0.8067131907035925,0.0,0.0331836255384665,0,0,0,0,1,0,0,0,0,222.4096664634429,0,-6.4760250875109975,0.0,0.0,1,0.0,0,2,8.165825257525277,0.1779193578402943,92.34,0.6033288127554322,0.0,5,71.6168242675371,0,2.5,0.0,1,0,9.41
182,2,0,0,147.95453863723804,0.9814043431024068,61.598077792223805,0,0.756389007672506,136.68009915962742,0.0353546938106894,0,0,0,0,1,0,0,0,2,172.17510829049928,0,-21.56448052361081,136.90281949666704,138.1380559029258,1,2.0,0,2,11.165050910195957,0.4760087543413748,103.53,0.7058080440371977,0.4,5,7.543901205894759,0,2.5,129.9208621781443,0,1,7.44
