,avg_atoms_in_cycle,chirality,PPSA5,tpsa+f,RPCS,mol_num_cycles,GeomShapeIndex,angle_R2X2R1,distance_between_atoms_in_f_group_centers,nC,nFARing,angle_R1X1R2,f_freedom,nFAHRing,cis/trans,dipole_moment,f_to_fg,identificator,nFRing,naRing,nFHRing,PBF,nARing,nF,dihedral_angle,nAHRing,nO,TASA,angle_X2X1R1,mol_volume,FPSA3,PNSA5,angle_X1X2R2,nHRing,fold_id,pKa
87,4.0,0,7.743950422801084,12.03,68.52287718703249,1,0.292864035963577,0.0,0.0,3,0,0.0,1,0,0,0.2189168576600665,0.0,2,0,0,0,0.5408099034288243,1,0,0.0,1,0,189.576606321232,0.0,65.14,0.0383452686813258,-4.605676265552848,0.0,1,1,11.13
88,4.0,0,9.170886904023387,29.357565577843907,24.810175906600524,1,0.7283243928137546,148.8487614945305,4.629593075736477,3,0,176.87065060104376,1,0,0,0.2304543714845557,1.0,2,0,0,0,0.6196949657428893,1,1,179.9999178814303,1,0,148.57456948821488,162.57807493304847,70.1,0.0395565964489408,-17.735559171897584,143.0476032994765,1,1,8.55
89,4.0,0,10.361170861433536,46.303707434975166,3.3459956396696957,1,0.7516068671118905,162.33430372095768,3.344782954210212,3,0,162.09471549475342,0,0,0,0.4709867183348272,1.0,2,0,0,0,0.6848502742395467,1,2,4.30914339892969e-05,1,0,114.920049238766,165.63733988332487,75.33,0.0335033787827933,-24.9708751517984,167.06602333313472,1,0,6.44
90,5.0,0,7.469709418763,12.03,51.57852349150551,1,0.2930864193546329,0.0,0.0,4,0,0.0,1,0,0,0.1916940046345214,0.0,2,0,0,0,0.6520237588383407,1,0,0.0,1,0,206.03577404850063,0.0,80.58,0.0319179521247094,-4.846220703800751,0.0,1,1,11.21
91,5.0,0,9.130213910194552,27.57772191290507,82.91746970088958,1,0.3284791765947834,122.79387167457593,1.9795894742170852,4,0,165.11760424965078,1,0,0,0.2406611463230369,2.0,2,0,0,0,0.6464791663170608,1,1,138.95729253854907,1,0,179.48833284158124,158.10563619668395,85.82,0.0365850780350885,-10.556284474790964,118.4502086984613,1,0,8.87
92,5.0,0,10.166325914322965,39.63469944195524,0.3918621818497305,1,0.3690626890250174,160.6153467836845,3.899524266211698,4,0,159.20985598821298,0,0,0,0.399862309058671,2.0,2,0,0,0,0.5885615585764054,1,2,78.2112874270986,1,0,154.80935263627927,160.5262722964616,91.26,0.0323497658998792,-21.55384682794845,162.34771364927235,1,1,6.88
93,5.0,2,11.10267969027999,44.85645302148215,14.037178289868349,1,0.3582576937283078,125.00025679154272,3.4519897400406974,4,0,168.674802347098,1,0,1,0.554881804183992,4.0,2,0,0,0,0.6214662623438268,1,2,149.81703191779278,1,0,153.3601148045705,169.96900924758788,91.29,0.0395829985773031,-24.00754789475732,122.57789289278816,1,0,7.07
95,6.0,0,10.39535026333485,27.09310175590838,118.14906232613856,1,0.3178870517511228,141.46394951107416,3.995934007760215,5,0,135.82129546860958,1,0,0,0.3573668887274201,2.0,2,0,0,0,0.5948829916548615,1,1,95.73533194298888,1,0,217.76657442899307,136.10551982831973,100.97,0.0394650683614562,-6.933646669147641,141.63466817665537,1,1,8.64
97,6.0,2,9.78325476407208,42.25110510729213,135.21581137189577,1,0.4256840062098966,146.31676082677356,2.180195332707485,5,0,158.6015493326132,1,0,1,0.3355979104461146,4.0,2,0,0,0,0.5958611638541483,1,2,179.9996197216015,1,0,170.58870232884505,147.2381854610121,106.58,0.0353620083255451,-26.17385498046721,137.3717880228767,1,0,6.74
98,6.0,2,10.373055601685806,43.35811746805248,147.91118561396647,1,0.4875236287773297,110.33861002082936,0.963138996978207,5,0,137.51140036612813,1,0,2,0.3946229521607197,4.0,2,0,0,0,0.6831964398571216,1,2,51.98414728246637,1,0,180.872944326762,147.94226620855494,106.89,0.0377521986919224,-23.108202107944877,115.92053903765051,1,0,6.22
99,6.0,0,10.11027537637754,27.305165859171588,100.76197594873548,1,0.373076474471931,110.37877005754716,2.812055310932368,5,0,174.47566345014923,1,0,0,0.2519606397614605,2.0,2,0,0,0,0.632547234909336,1,1,179.9999422313469,1,0,212.2175090201453,152.24316038206018,101.2,0.037088003291576,-6.510322750299345,104.30166158563196,1,1,9.05
100,6.0,2,11.621823860851364,44.05375398235248,6.123088871086298,1,0.3651779464481849,123.40842197265845,0.90449047332015,5,0,156.1353061409513,1,0,1,0.5480305440966214,4.0,2,0,0,0,0.5962083477705359,1,2,131.77591904011524,1,0,180.81702004439177,147.89612669320576,106.57,0.0370458608225549,-15.08112789085078,118.4988592412235,1,0,7.01
101,6.0,2,11.411174831748816,42.993272115219234,8.519080168467893,1,0.371018489087168,158.63378341051154,2.221028877851713,5,0,145.2891045536534,1,0,2,0.6189634969453482,4.0,2,0,0,0,0.5817606416735754,1,2,54.11714296386344,1,0,177.59674008184936,148.1816536474162,106.9,0.0354004654720054,-16.02093919103602,163.8830810493619,1,1,7.02
102,4.0,0,12.60832566801243,75.42278031342742,0.2155472987805934,1,0.6440620683941827,0.0,0.0,5,0,0.0,0,0,0,0.3656772580463315,1.0,1,0,0,0,0.8021762708641615,1,3,0.0,0,0,267.23994584257974,0.0,113.77,0.0263063602935108,-18.68360956118444,0.0,0,1,5.0
103,4.0,0,11.68951355144836,57.67066046079915,3.591881323556819,1,0.6742981770333765,0.0,0.0,5,0,0.0,1,0,0,0.4826759236079034,1.0,1,0,0,0,0.7845863830548403,1,2,0.0,0,0,177.51638118995118,0.0,108.86,0.0331889376719305,-16.548715354538576,0.0,0,1,6.62
106,4.0,0,11.102561134911824,76.145799783415,0.3233609764158326,1,0.6334926834744109,172.98683657345356,4.734559017780708,5,0,116.98373026061904,0,0,2,0.4867663504284539,2.0,1,0,0,0,0.6998550587234335,1,3,179.99999329395288,0,0,262.4206529873001,101.85139124488916,113.81,0.0293181189255953,-21.378993891645575,142.8116378529771,0,1,8.74
107,4.0,0,11.398004479714343,75.6155676020786,0.2155739842772217,1,0.5816947083013514,128.55814840435315,1.409413118714635,5,0,121.22067500310114,0,0,1,0.5516736371882202,2.0,1,0,0,0,0.7939655460007901,1,3,2.476179059288797e-06,0,0,262.4083843059427,134.95075898618123,113.86,0.0284195848604639,-21.067285899619897,146.60469755885632,0,1,8.6
108,4.0,0,10.469818786176685,57.88296217673715,4.430744093270369,1,0.6309997858207242,173.02022156724675,1.4442575756725309,5,0,117.27707243098544,1,0,2,0.4432954817405458,2.0,1,0,0,0,0.7333153666056985,1,2,179.21609727159026,0,0,169.9562540049674,102.17381481699788,108.82,0.0352487998501463,-19.48778677418744,142.96373178916102,0,1,9.17
109,4.0,0,11.14736993479885,59.76597385329603,7.5955613027492035,1,0.6712949601926429,86.83657310488702,1.2905102560013275,5,0,78.86930681653794,1,0,1,0.5851850589582492,2.0,1,0,0,0,0.8058785571132024,1,2,1.868884048086427e-05,0,0,175.8456094537498,104.51052023482362,108.58,0.0392165069640632,-17.324529008445232,116.00266603517343,0,1,9.04
110,4.0,0,10.238194592350002,42.83563291981147,88.42418951303335,1,0.6375744346865097,172.91779786590337,4.682769455540432,5,0,117.63566232700585,1,0,2,0.2883310563624539,2.0,1,0,0,0,0.7099097569393543,1,1,179.99998346590652,0,0,203.91984502463217,102.50053270205524,102.97,0.0410728447457444,-10.261374099258145,142.95577732663227,0,1,9.58
111,4.0,0,10.382594343794317,42.53816945860519,98.8320127762899,1,0.7126027860146485,127.71805584696004,4.692856018742466,5,0,120.9420386043189,1,0,1,0.3980933220675404,2.0,1,0,0,0,0.7187480092092772,1,1,0.0497421132694922,0,0,204.51613307626067,135.0723236912908,103.46,0.0420836272867971,-10.17369987794032,145.72521760460904,0,1,9.48
112,6.0,0,13.608496138328167,60.78269027758807,0.2197597340508357,1,0.5958572814387458,95.5465026980904,2.919900227705462,6,0,91.52474119814802,0,0,0,0.5749764508433549,2.0,2,0,0,0,0.5901884179890671,1,3,3.39315714211106,1,0,298.5919208106533,124.9124543299373,129.1,0.0236492204526912,-15.096111514258844,114.57902865739771,1,1,6.41
113,6.0,0,12.9046779086188,43.04766707494768,8.76431882938273,1,0.6240232263115575,92.95311472906704,2.249387329041376,6,0,90.14972623901735,1,0,0,0.4600670065850868,2.0,2,0,0,0,0.6207946458343392,1,2,2.402732252173984,1,0,211.36519837472065,124.80316139909831,123.56,0.0340377087904506,-11.84705711217952,112.12096277554048,1,1,7.99
114,6.0,0,10.480549777441093,26.76011624766774,56.43432790547711,1,0.5352833467315358,91.06442452949229,2.31722530987775,6,0,89.01597205018811,1,0,0,0.4511716886370746,2.0,2,0,0,0,0.6043915781113224,1,1,2.55973044685012,1,0,234.71263985336375,124.60569001722016,118.46,0.0344279035638303,-8.088744222726383,110.31124773629386,1,0,9.52
115,6.0,0,8.656439265406581,12.03,85.63898707677923,1,0.3252375622585394,0.0,0.0,5,0,0.0,1,0,0,0.1745796689561977,0.0,2,0,0,0,0.5876324307973995,1,0,0.0,1,0,240.87296381404383,0.0,95.94,0.0364488973410329,-3.1034841246144587,0.0,1,0,11.12
116,5.0,0,12.28559615123242,61.47917208389902,0.3109233083440204,1,0.6695003185765837,109.40876409237312,3.17996060575925,5,0,111.45338933678696,0,0,0,0.4361457107463578,2.0,2,0,0,0,0.6778125818655801,1,3,69.45062474010194,1,0,263.76954594060726,127.22357823139716,113.0,0.022642901944729,-17.415465662572892,117.3242152188444,1,1,6.06
117,5.0,0,11.558037718197625,43.88976565465315,4.930604175708893,1,0.61200916498398,96.64063502292376,2.568074937666837,5,0,95.664404709362,1,0,0,0.480553923884276,2.0,2,0,0,0,0.670246346273359,1,2,13.815619581564713,1,0,179.22515685606226,127.92735720389008,107.48,0.0313276401815728,-14.420878523339596,115.33662953609652,1,1,7.78
118,5.0,0,10.294822019885162,28.73640597691621,91.29503011121534,1,0.6646655519148158,95.09907173111634,2.968224327254803,5,0,94.80111142027968,1,0,0,0.335758948996987,2.0,2,0,0,0,0.621224462326784,1,1,15.448358713401696,1,0,215.02205647128304,127.68672153547914,102.65,0.0372645462091965,-9.201248101739816,113.7821759722827,1,1,9.55
119,5.0,0,7.571427555359402,12.03,53.00559726399776,1,0.3059452619580363,0.0,0.0,4,0,0.0,1,0,0,0.1916940282917477,0.0,2,0,0,0,0.6359211521283942,1,0,0.0,1,0,207.79816327938065,0.0,80.48,0.0326096294327236,-4.677666859537789,0.0,1,1,11.31
120,4.0,0,11.485705768131044,61.61277861348943,0.4876218928746362,1,0.7271551439517541,113.40717445998791,3.29091777357669,4,0,124.31790111092953,0,0,0,0.3914834489292583,2.0,2,0,0,0,0.6177602971732395,1,3,82.99444390844924,1,0,248.4309098291047,135.7485932400956,97.98,0.0237563415337784,-20.884094341827076,116.9632000689954,1,1,5.84
121,4.0,0,11.322843754277894,45.7831554971285,4.678610694188518,1,0.7471571298002841,99.85195986519948,2.457819545311499,4,0,107.5617235459203,1,0,0,0.4894972994063016,2.0,2,0,0,0,0.6266764983879467,1,2,35.86934823326207,1,0,157.1623760352955,136.1440447876159,92.58,0.0353846213326147,-17.526902036660527,114.82210422741925,1,1,7.83
122,4.0,0,8.98532262116835,26.526736475214072,77.30061404937489,1,0.6790968623778465,98.62831009504391,2.462720013250961,4,0,106.8946871764692,1,0,0,0.3036823709548227,2.0,2,0,0,0,0.6326487321089455,1,1,36.9195394548176,1,0,177.8622022028675,135.88193973312863,87.34,0.0356608770527436,-12.955116160345506,113.48841107976556,1,1,9.67
123,4.0,0,7.629591546072429,12.03,65.11443949749663,1,0.2735503738195064,0.0,0.0,3,0,0.0,1,0,0,0.2189169960978925,0.0,2,0,0,0,0.5449273488590114,1,0,0.0,1,0,188.43668508076047,0.0,65.41,0.0373425713264482,-4.818445900955231,0.0,1,1,11.29
126,0.0,0,10.181664465856144,41.64306509744827,122.71093078519974,0,0.7367659306824067,0.0,0.0,2,0,0.0,1,0,0,0.3913210742586738,1.0,1,0,0,0,0.461363647403886,0,1,0.0,0,0,140.99239215761082,0.0,63.18,0.0507493186932566,-18.64766790058255,0.0,0,0,8.96
127,0.0,0,8.21984255975154,26.02,73.47553953757973,0,0.3944633306865125,0.0,0.0,1,0,0.0,1,0,0,0.1596947557289105,0.0,1,0,0,0,0.3813485364530277,0,0,0.0,0,0,138.0955880771388,0.0,41.01,0.0511299517337285,-8.38554994630919,0.0,0,1,10.78
130,6.0,0,9.410899219647794,27.54352200090752,80.49253122379525,1,0.6422838373782467,142.4859776163947,4.4936121451993225,6,0,132.78339217237055,1,0,0,0.2603797067195995,2.0,2,0,0,0,0.6134579614123067,1,1,89.1579492634537,1,0,223.1462445719888,134.52602871599495,118.06,0.0337961410268291,-8.916770382530755,144.0477545746863,1,0,10.32
132,5.0,0,10.934114532045424,43.65360686429735,6.702013653562004,1,0.6876058285014618,150.84052146254703,2.0031734523228453,5,0,150.3664737496796,1,0,0,0.4338093325397577,2.0,2,0,0,0,0.6282504625393658,1,2,118.79713518693352,1,0,180.9823346812884,146.14070974574398,107.48,0.0365870228208366,-15.469867289111756,147.41700444840214,1,1,9.75
133,5.0,0,9.3314201771533,28.156916258105653,94.1933608181072,1,0.5137099296880142,151.24662385098603,3.700868374912796,5,0,149.9078953741642,1,0,0,0.2808380480451646,2.0,2,0,0,0,0.7034131313986224,1,1,116.37524789650408,1,0,214.7931725182504,146.2575313628712,102.23,0.03973728544582,-9.09059727400116,148.24405574094936,1,1,10.38
134,4.0,0,10.0675231168531,61.70806608572301,0.3972150963667773,1,0.8831096367610483,150.3340966638982,1.8136049523586617,4,0,176.14041692668167,0,0,0,0.2726980655413391,2.0,2,0,0,0,0.6589667081744836,1,3,179.99998032831223,1,0,234.2843134393904,161.2718960339621,97.85,0.0241372042963305,-27.927411095755232,144.05676786901824,1,0,8.67
135,4.0,0,10.353966547564475,43.74004262047647,5.714436735106119,1,0.8060612404231347,103.44173207136691,3.718658585664615,4,0,134.16189349415532,1,0,0,0.4329350280619798,2.0,2,0,0,0,0.5947681283280785,1,2,5.769383972796765e-06,1,0,152.88457403865738,162.91047041966647,92.05,0.0376268552414098,-23.3052565779033,109.13210491771746,1,1,9.57
136,4.0,0,8.383642790319442,26.755389590378087,106.05281527224878,1,0.7323207246916428,104.82094652580942,2.878070779587368,4,0,134.79959083910512,1,0,0,0.391269249576163,2.0,2,0,0,0,0.57049880825873,1,1,0.3169824738536027,1,0,177.56126810846024,163.12200730660467,87.04,0.0390899664857943,-18.46927198787143,110.42829276212083,1,0,10.05
137,0.0,0,11.30777654700781,73.44293134769265,0.511163407317828,0,0.5794156663616521,0.0,0.0,3,0,0.0,0,0,0,0.3945627273777138,1.0,1,0,0,0,0.583501517742357,0,3,0.0,0,0,231.3955282864577,0.0,89.64,0.0314520168327244,-26.650769258752867,0.0,0,1,8.88
138,0.0,0,11.91435485041402,58.62327167471809,7.138520664938822,0,0.50555873866762,0.0,0.0,3,0,0.0,1,0,0,0.3888361961646058,1.0,1,0,0,0,0.6082703782448189,0,2,0.0,0,0,145.70623148202182,0.0,85.09,0.0441667470827526,-19.21354309672379,0.0,0,1,9.02
139,0.0,0,10.089187159653232,41.84078831759959,99.01814487287936,0,0.8222372519956794,0.0,0.0,3,0,0.0,1,0,0,0.2669358824292112,1.0,1,0,0,0,0.569550838642207,0,1,0.0,0,0,160.74361958567286,0.0,79.87,0.0437632065668689,-12.388330766371745,0.0,0,0,10.05
140,0.0,0,8.813618340820051,26.02,85.2493037353694,0,0.8344129108473579,0.0,0.0,2,0,0.0,1,0,0,0.1580642052820867,0.0,1,0,0,0,0.5574393660701853,0,0,0.0,0,0,182.19806712476208,0.0,57.42,0.0471593201434875,-5.438140959142295,0.0,0,1,10.75
141,6.0,0,12.298357040919742,59.85748873323671,0.3244759905858601,1,0.6158412843222035,117.97679689062149,4.87312084964917,6,0,174.24454383415983,0,0,0,0.3260129020019989,2.0,2,0,0,0,0.6376119298323288,1,3,179.99998355682828,1,0,291.3117065812521,152.31484328808236,128.63,0.0272768015145209,-15.00882204281632,112.06560889476408,1,0,9.6
142,6.0,0,11.48034610814739,42.98334173698132,7.150318535820773,1,0.6106164399182831,143.16528183140971,1.0119068483699512,6,0,142.2394785189958,1,0,0,0.372012401086434,2.0,2,0,0,0,0.6333310792787643,1,2,3.0339914778723063e-05,1,0,201.99339484406465,152.72687024898482,123.14,0.0349140655573751,-12.171216687081802,149.06751472463023,1,1,10.19
143,6.0,0,10.115107021077597,26.84644298325179,75.23498454700864,1,0.6153583470292671,143.71077330305974,5.291729133176324,6,0,142.93624284112713,1,0,0,0.3535166918604188,2.0,2,0,0,0,0.6279618380681369,1,1,0.2640895104470653,1,0,225.02598875848884,153.28532005759172,118.21,0.034808443256566,-7.561111550976551,149.48922103145335,1,0,10.46
145,0.0,0,11.426016554134318,58.9067550363209,5.987755752794247,0,0.6970818743668794,0.0,0.0,4,0,0.0,1,0,0,0.5561260413789585,1.0,1,0,0,0,0.5381160854431367,0,2,0.0,0,0,164.11785725392284,0.0,101.58,0.0384968630884434,-17.979457700539307,0.0,0,0,10.04
146,0.0,0,11.895772981875302,75.31689954091739,0.3222541376481652,0,0.8211156915295937,0.0,0.0,4,0,0.0,0,0,0,0.5482636582885818,1.0,1,0,0,0,0.5491441818394533,0,3,0.0,0,0,261.30745568752883,0.0,107.42,0.0304145710843813,-21.937035068039403,0.0,0,1,9.74
147,0.0,0,8.593741094578412,26.02,45.77030714314906,0,0.5715195946303352,0.0,0.0,3,0,0.0,1,0,0,0.1596196189469367,0.0,1,0,0,0,0.5354601514700499,0,0,0.0,0,0,200.3537686312756,0.0,74.04,0.0384342320876543,-5.358904687159864,0.0,0,1,10.03
149,4.0,0,11.333120842057903,58.56637887519764,2.049796067363115,1,0.5821936937264944,110.84736427756928,1.1402567450127006,4,0,101.59434006602382,0,0,0,0.4856750430994629,2.0,1,0,0,0,0.5802523454141993,1,2,45.31886394286404,0,0,158.79573381203858,111.9431790168941,92.01,0.036311674637355,-18.99363492736525,137.06250558855606,0,0,7.2
150,4.0,0,10.795925489639757,60.53420600909094,2.653093021446074,1,0.428255604457166,179.03316823645906,1.0199145547761617,4,0,140.71574872431222,0,0,0,0.5285703857355069,1.0,1,0,0,0,0.7082014140344505,1,2,179.99999539176807,0,0,159.40890976783786,135.55713709712063,91.07,0.0388678207236569,-20.826202466567054,161.15849388368602,0,1,8.37
152,5.0,0,10.29470157413687,58.12369254352723,0.1465740296158806,1,0.6009373379985979,149.0099727940771,0.8503896736673202,5,0,152.23603712700722,0,0,0,0.438973208935851,2.0,1,0,0,0,0.7555070203953832,1,2,115.4097673591295,0,0,181.28407998506628,149.55614045897255,107.54,0.0345094264277165,-18.341326149436732,145.631522158991,0,1,8.83
153,6.0,0,11.259401495196633,56.28432558995694,0.0,1,0.5346762861786774,91.44640566911733,1.5285813872197025,6,0,94.9248404046576,0,0,0,0.5093316988550984,2.0,1,0,0,0,0.6223701133496742,1,2,3.2124743065783914,0,0,203.1480161816164,113.631513289581,122.44,0.0309898859950099,-14.3881337527518,123.77207847639096,0,1,7.45
155,6.0,0,10.241073254111884,57.827368616997816,0.0,1,0.5549651319194124,179.62890401819038,0.9952731701598512,6,0,108.4397574159035,0,0,0,0.5640722881348026,2.0,1,0,0,0,0.7267001039165825,1,2,179.99995948053063,0,0,198.8250322812436,103.3580804299269,122.96,0.0324910316285108,-15.38459931073676,156.2329620655331,0,0,9.45
156,7.0,0,11.806262921061805,53.78799643456856,0.0,1,0.4309622258864742,130.3216972145362,2.7535799714056317,7,0,122.6962352895469,0,0,0,0.3946263732656679,1.0,1,0,0,0,0.7697123229698287,1,2,117.2419926166379,0,0,226.1632305498271,115.17801686108022,138.39,0.0310517966196951,-12.513894900091923,121.27080933561044,0,0,8.13
157,7.0,0,10.478814227698386,56.86653201146309,0.0,1,0.5225245099664655,128.93337892425498,1.651859073661615,7,0,139.42676290836908,0,0,0,0.4205312759610775,2.0,1,0,0,0,0.6729026580171652,1,2,94.63894474291658,0,0,217.99735120389056,139.88181366574267,138.52,0.0313048810138502,-14.710723928759617,129.2447083444208,0,0,9.35
160,0.0,0,10.612789853662232,58.219694197376064,0.0,0,0.7344508379750161,0.0,0.0,4,0,0.0,0,0,0,0.4170072251502568,1.0,1,0,0,0,0.561941331137872,0,2,0.0,0,0,171.82088019865088,0.0,101.23,0.0340401150209154,-16.402586020331537,0.0,0,0,9.57
161,0.0,0,11.426016554134318,58.9067550363209,5.987755752794247,0,0.6970818743668794,0.0,0.0,4,0,0.0,1,0,0,0.5561260413789585,1.0,1,0,0,0,0.5381160854431367,0,2,0.0,0,0,164.11785725392284,0.0,101.58,0.0384968630884434,-17.979457700539307,0.0,0,0,10.01
163,5.0,0,8.03370398539663,26.02,59.43799856686985,1,0.4219211645605032,0.0,0.0,5,0,0.0,1,0,0,0.1579735876888409,0.0,1,0,0,0,0.7629710454706405,1,0,0.0,0,0,224.09909601516915,0.0,96.46,0.0337657477535705,-5.853674621507083,0.0,0,0,10.52
164,7.0,0,9.216645801197748,26.02,99.03395630685482,1,0.4844114202358323,0.0,0.0,7,0,0.0,1,0,0,0.1573100932140587,0.0,1,0,0,0,0.720929534461479,1,0,0.0,0,0,273.44655986815894,0.0,128.33,0.0367792549773484,-4.162071158750124,0.0,0,0,10.69
167,3.5,0,10.43224181563531,43.18397562943231,94.42861301364556,2,0.7131259783054138,141.82406504667782,1.520875107903296,7,0,99.26138155009872,1,0,0,0.5207802915700874,2.0,1,0,0,0,0.7473224386043336,2,1,81.64710035882221,0,0,240.4660071131035,100.45184917637282,126.7,0.0378630657663171,-8.686059689810623,148.32856443555815,0,0,9.81
169,4.0,2,11.39678004863242,75.65503120667042,0.5502486757624657,1,0.7040312378424092,122.0217961424634,3.163312641517174,5,0,116.9271936142307,0,0,2,0.4375431680403318,2.0,1,0,0,0,0.6727389489188741,1,3,109.59056035856318,0,0,262.3285067316044,109.73410454596888,114.02,0.0277986020944696,-22.06290228719596,115.85350770901913,0,0,7.95
170,4.0,2,10.80946323313761,59.93536379962029,7.087847836526724,1,0.6912671068175453,121.0188023440664,3.09509941711153,5,0,115.69729731598856,1,0,2,0.4162482782973318,2.0,1,0,0,0,0.6643017761301275,1,2,107.47937740910037,0,0,175.22496053889978,109.58415858310354,108.7,0.0370371022487173,-19.641936925517506,116.07898596286806,0,1,8.98
171,4.0,2,9.585372144168955,42.78960211040128,120.44459493705732,1,0.5933012385085592,121.3769523455244,3.5195306245257783,5,0,115.36810601039116,1,0,2,0.2842344203271724,2.0,1,0,0,0,0.6113314663660019,1,1,107.25875256608768,0,0,208.2157148663437,109.34982736626564,103.51,0.0417756477533305,-12.578215757927968,116.6991841433624,0,0,9.32
172,3.0,2,10.92947804153692,75.62292362976896,0.3116353846456643,1,0.6657293836418091,141.2977790542227,1.5960165367543877,4,0,139.37236985590442,0,0,2,0.3931144784664414,2.0,1,0,0,0,0.6937144337470391,1,3,141.51341360736092,0,0,246.43394564272535,119.11308495099011,100.4,0.0292890736260597,-26.47006803895544,120.91530647274044,0,1,7.18
173,3.0,2,11.306940529954163,73.87074896236626,0.0,1,0.5776609625262316,95.28558835082065,3.114655494904916,4,0,93.8331538643422,0,0,1,0.6092071922587275,2.0,1,0,0,0,0.6966368489176735,1,3,3.016345580287588,0,0,244.06649869527809,121.6321552541207,99.56,0.0277597350290554,-24.84350121436803,123.8874673429704,0,1,6.92
174,3.0,2,10.975461115576554,57.94882340571976,5.740005160134484,1,0.693143151378823,141.31361023573973,1.2566028078577764,4,0,139.37057995973427,1,0,2,0.3865368215825312,2.0,1,0,0,0,0.6613436034496092,1,2,141.65215468820975,0,0,155.1631136681871,118.98043954958833,94.33,0.0401332515445054,-22.667604542948062,120.82060678670052,0,1,7.76
175,3.0,2,11.743144508082866,59.57012539812207,4.8336885559027225,1,0.5694267879198862,93.4120142475056,3.0826453694768303,4,0,92.33075584752068,1,0,1,0.5287610469932081,2.0,1,0,0,0,0.696740201147752,1,2,2.379937579813559,0,0,164.31001554635722,120.87979245053675,94.7,0.042360342499652,-20.44474223331488,122.45322721005772,0,0,7.16
176,3.0,2,8.670753469834084,26.02,98.95891168285674,1,0.620640224374572,0.0,0.0,4,0,0.0,1,0,2,0.1506573402039017,0.0,1,0,0,0,0.5525673479973042,1,0,0.0,0,0,227.26677027913036,0.0,83.71,0.041146784637,-5.7060038065389165,0.0,0,0,9.44
177,3.0,2,7.931815244875843,26.02,78.17754022945682,1,0.4922106226204106,0.0,0.0,4,0,0.0,1,0,1,0.1451941639158263,0.0,1,0,0,0,0.6787875848355174,1,0,0.0,0,0,213.1942788487086,0.0,83.67,0.0354635451364921,-6.524602900950137,0.0,0,0,9.15
180,2.5,0,8.165825257525277,26.02,71.6168242675371,2,0.8067131907035925,0.0,0.0,5,0,0.0,1,0,0,0.1779193578402943,0.0,1,0,0,0,0.6033288127554322,2,0,0.0,0,0,222.4096664634429,0.0,92.34,0.0331836255384665,-6.4760250875109975,0.0,0,0,9.41
182,2.5,0,11.165050910195957,61.598077792223805,7.543901205894759,2,0.756389007672506,147.95453863723804,0.9814043431024068,5,0,136.68009915962742,0,0,0,0.4760087543413748,2.0,1,0,0,0,0.7058080440371977,2,2,138.1380559029258,0,0,172.17510829049928,129.9208621781443,103.53,0.0353546938106894,-21.56448052361081,136.90281949666704,0,1,7.44
