,f_to_fg,chirality,angle_R2X2R1,TASA,nC,nO,nHRing,angle_X2X1R1,dipole_moment,nF,PPSA5,angle_R1X1R2,RPCS,PBF,nFRing,avg_atoms_in_cycle,FPSA3,identificator,nARing,PNSA5,f_freedom,sasa,nN,GeomShapeIndex,angle_X1X2R2,mol_num_cycles,distance_between_atoms_in_cycle_and_f_group,distance_between_atoms_in_f_group_centers,mol_weight,cis/trans,dihedral_angle,nFHRing,no angle and distance,fold_id,pKa
84,0.0,2,0.0,268.66374316514094,7,0,1,0.0,0.1635446998404621,0,9.337360328679887,0.0,86.79714117594831,0.9026138517649894,1,4.0,0.0348119015458815,2,2,-2.774439881914328,1,190.918146851334,1,0.3447158165367778,0.0,2,0.0,0.0,111.188,0,0.0,1,1,1,10.53
86,0.0,0,0.0,186.25231948453205,3,0,1,0.0,0.2189168526733791,0,7.383101805015402,0.0,65.7341554410486,0.568124800040279,0,4.0,0.03659099546532,2,1,-5.1761682715831,1,114.5394452392358,1,0.3037453436379141,0.0,1,0.0,0.0,57.096,0,0.0,0,1,0,11.21
88,1.0,0,4.0,114.920049238766,3,0,1,4.0,0.4709867183348272,2,10.361170861433536,4.0,3.3459956396696957,0.6848502742395467,0,4.0,0.0335033787827933,2,1,-24.9708751517984,0,120.68596109890362,1,0.7516068671118905,4.0,1,2.0,2.0,93.077,0,1.0,0,0,0,6.44
89,2.0,1,2.0,181.9074329311518,4,0,1,4.0,0.2406613470345062,1,9.407922050335824,4.0,77.55180082464565,0.6464896896342545,0,5.0,0.0363158172975635,2,1,-10.19645962262948,1,139.57498029730047,1,0.2832825938149003,2.0,1,3.0,3.0,89.113,0,3.0,0,0,1,8.87
90,2.0,0,4.0,151.85094580784244,4,0,1,4.0,0.399861967803027,2,9.973775063373644,4.0,0.457172545491352,0.6345384015535137,0,5.0,0.0304945243137902,2,1,-22.016177102616997,0,142.45376593906377,1,0.3455756379843673,4.0,1,3.0,3.0,107.104,0,2.0,0,0,0,6.88
91,4.0,2,2.0,150.72857618829943,4,0,1,4.0,0.5548818237583156,2,10.912166463380728,4.0,15.726838639574725,0.6434731351928402,0,5.0,0.0394587458663534,2,1,-24.67064804733802,1,142.5016656416814,1,0.350868092537376,2.0,1,3.0,3.0,107.104,1,4.0,0,0,1,7.07
92,4.0,2,4.0,155.73990811281797,4,0,1,4.0,0.491753628161599,2,11.274967529684735,4.0,20.53587194258517,0.6567232855549872,0,5.0,0.0416200207217612,2,1,-22.704183876144317,1,142.5055968070226,1,0.2974420681922394,4.0,1,3.0,3.0,107.104,2,2.0,0,0,1,7.11
93,2.0,1,3.0,207.31935309388285,5,0,1,3.0,0.3573665103790597,1,9.75622766551052,3.0,84.25832005942068,0.645894199973592,0,6.0,0.0352959090541384,2,1,-8.281150961172209,1,164.9191521938926,1,0.4256303352809453,3.0,1,3.0,3.0,103.14,0,3.0,0,0,0,8.64
94,2.0,0,2.0,178.614955334622,5,0,1,3.0,0.4648866104648543,2,10.436483359974554,3.0,0.1384142055906764,0.6926840403823622,0,6.0,0.0295299042890045,2,1,-14.808644505170877,0,166.94896391079234,1,0.5365540119148209,3.0,1,3.0,2.0,121.131,0,1.0,0,0,0,6.79
95,4.0,2,3.0,170.58870232884505,5,0,1,4.0,0.3355979104461146,2,9.78325476407208,4.0,135.21581137189577,0.5958611638541483,0,6.0,0.0353620083255451,2,1,-26.17385498046721,1,167.85983291389758,1,0.4256840062098966,3.0,1,3.0,2.0,121.131,1,4.0,0,0,1,6.74
96,4.0,2,1.0,180.872944326762,5,0,1,4.0,0.3946229521607197,2,10.373055601685806,3.0,147.91118561396647,0.6831964398571216,0,6.0,0.0377521986919224,2,1,-23.108202107944877,1,165.87004492008828,1,0.4875236287773297,1.0,1,3.0,2.0,121.131,2,2.0,0,0,1,6.22
97,2.0,0,1.0,212.2175090201453,5,0,1,4.0,0.2519606397614605,1,10.11027537637754,4.0,100.76197594873548,0.632547234909336,0,6.0,0.037088003291576,2,1,-6.510322750299345,1,163.73234359711364,1,0.373076474471931,1.0,1,4.0,3.0,103.14,0,4.0,0,0,0,9.05
98,4.0,2,2.0,174.5274679727577,5,0,1,4.0,0.5480309234502408,2,10.849318737633276,4.0,3.460876318440082,0.6133112772745664,0,6.0,0.0334423140020883,2,1,-16.500640888215067,1,167.30917972827888,1,0.4277938704636387,2.0,1,4.0,3.0,121.131,1,3.0,0,0,1,7.01
99,4.0,2,4.0,169.55472994860017,5,0,1,4.0,0.618962417310473,2,10.456890349443748,4.0,3.9933188289693256,0.6048852251494495,0,6.0,0.0324544780435872,2,1,-17.64055592735245,1,167.60192824171568,1,0.5038342414103265,4.0,1,4.0,3.0,121.131,2,2.0,0,0,0,7.02
100,1.0,0,0.0,267.23994584257974,5,0,0,0.0,0.3656772580463315,3,12.60832566801243,0.0,0.2155472987805934,0.8021762708641615,0,4.0,0.0263063602935108,1,1,-18.68360956118444,0,177.5323426822467,1,0.6440620683941827,0.0,1,0.0,0.0,139.121,0,0.0,0,1,0,5.0
101,1.0,0,0.0,177.51638118995118,5,0,0,0.0,0.4826759236079034,2,11.68951355144836,0.0,3.591881323556819,0.7845863830548403,0,4.0,0.0331889376719305,1,1,-16.548715354538576,1,173.01726511963602,1,0.6742981770333765,0.0,1,0.0,0.0,121.131,0,0.0,0,1,0,6.62
102,1.0,0,0.0,212.3462946532608,5,0,0,0.0,0.4211217250998469,1,10.588537356787626,0.0,107.94043320313074,0.7528912894563484,0,4.0,0.0413547695089655,1,1,-10.255847966615011,1,170.93419650272608,1,0.6313381743476203,0.0,1,0.0,0.0,103.14,0,0.0,0,1,0,8.1
103,0.0,0,0.0,212.11900853686723,4,0,0,0.0,0.1255631133739275,0,8.229384572113114,0.0,66.5338993614678,0.620885553057317,0,4.0,0.0390932285538438,1,1,-5.787850939826724,1,143.91970040436937,1,0.5818641337383454,0.0,1,0.0,0.0,71.123,0,0.0,0,1,0,9.86
104,2.0,0,4.0,257.3946993826072,5,0,0,1.0,0.4867664451417872,3,10.757015452207913,2.0,0.6467219528316652,0.681646595489131,0,4.0,0.0274161933873131,1,1,-22.068807250971357,0,177.0343518047573,1,0.6286986519589063,3.0,1,3.0,3.0,139.121,2,4.0,0,0,0,8.74
105,2.0,0,2.0,259.21829485214454,5,0,0,3.0,0.5516735560958932,3,11.167794354911855,2.0,0.3233609764158326,0.8399202692657585,0,4.0,0.0277385928290803,1,1,-21.41320074098998,0,178.07878195697458,1,0.4558586341783929,4.0,1,2.0,3.0,139.121,1,1.0,0,0,1,8.6
106,2.0,0,4.0,182.3764594399976,5,0,0,1.0,0.4432954483645527,2,11.27524556642071,2.0,5.934032267772815,0.6791973365026861,0,4.0,0.0407207371533958,1,1,-17.322802010158266,1,174.12822659756714,1,0.6886437896866994,3.0,1,3.0,3.0,121.131,2,4.0,0,0,1,9.17
107,2.0,0,1.0,179.47424729705455,5,0,0,1.0,0.5851849426301756,2,11.34064292315827,1.0,8.38676560511891,0.6352917931375318,0,4.0,0.041386226692898,1,1,-17.603459733171345,1,175.80678100667862,1,0.8075708483082029,1.0,1,3.0,2.0,121.131,1,1.0,0,0,0,9.04
108,2.0,0,4.0,202.2806612896816,5,0,0,1.0,0.2883310509624763,1,10.021561497170238,2.0,77.76251690189248,0.7299902848250801,0,4.0,0.0406024371204568,1,1,-10.624672671478624,1,170.87567825897287,1,0.7026105250850945,3.0,1,3.0,3.0,103.14,2,4.0,0,0,0,9.58
109,2.0,0,2.0,209.15253877892823,5,0,0,3.0,0.398093111225653,1,10.619650959407542,2.0,123.79386531824667,0.6199166322914489,0,4.0,0.0436613714892103,1,1,-9.952029573660592,1,172.98984139033368,1,0.7492918661303547,3.0,1,2.0,3.0,103.14,1,1.0,0,0,0,9.48
110,2.0,1,1.0,203.23538097262465,6,0,1,2.0,0.4600681137680599,2,12.144105737427584,1.0,6.294374432011233,0.6603040896062453,0,6.0,0.029442459726772,2,1,-13.16355974992935,1,191.55753090679195,1,0.5486446624239311,1.0,1,1.0,1.0,135.158,0,1.0,0,0,1,7.99
112,2.0,1,1.0,180.42623836666,5,0,1,2.0,0.4805550024825089,2,11.863837607556976,1.0,7.620024635186472,0.5885645046771866,0,5.0,0.0326911221419715,2,1,-14.933171836561405,1,170.06518046683004,1,0.6899097137899053,1.0,1,1.0,1.0,121.131,0,2.0,0,0,0,7.78
114,2.0,1,2.0,237.34389823367044,4,0,1,3.0,0.3914836352984289,3,11.140660698292418,2.0,0.0975243785749272,0.7115450715392847,0,4.0,0.0221775561694153,2,1,-20.54228953684468,0,150.54064872079192,1,0.6632686489852849,1.0,1,1.0,2.0,125.094,0,2.0,0,0,0,5.84
115,2.0,1,1.0,152.5395396530096,4,0,1,3.0,0.4894963640549606,2,11.138763175135177,2.0,6.983001036102266,0.674696150958073,0,4.0,0.0341865853668269,2,1,-16.963190845269065,1,148.7554683854157,1,0.6478216667242204,1.0,1,1.0,1.0,107.104,0,2.0,0,0,0,7.83
119,1.0,0,0.0,140.99239215761082,2,0,0,0.0,0.3913210742586738,1,10.181664465856144,0.0,122.71093078519974,0.461363647403886,0,0.0,0.0507493186932566,1,0,-18.64766790058255,1,108.06244837735562,1,0.7367659306824067,0.0,0,0.0,0.0,63.075,0,0.0,0,1,1,8.96
121,2.0,1,3.0,290.85009575515915,6,0,1,3.0,0.4293135404481304,3,12.058476319369332,3.0,0.219710599791626,0.6053806957440186,0,6.0,0.026618225091296,2,1,-16.747728646214878,0,192.83864896193052,1,0.6025346178331694,3.0,1,3.0,3.0,153.148,0,2.0,0,0,0,9.01
122,2.0,1,3.0,204.6497122192936,6,0,1,3.0,0.4584438104770768,2,11.37824403720922,3.0,5.788826152089177,0.6413194107851193,0,6.0,0.035299476933133,2,1,-13.270216586863375,1,189.59030213768503,1,0.6340103253040786,3.0,1,3.0,3.0,135.158,0,3.0,0,0,1,9.55
123,2.0,1,3.0,222.3105514276114,6,0,1,3.0,0.5182523186102583,1,9.807970163946662,3.0,74.94988005011149,0.6962669065411388,0,6.0,0.0339986919783384,2,1,-8.08407850878014,1,187.98054193994616,1,0.7474798171368586,3.0,1,3.0,3.0,117.167,0,3.0,0,0,1,10.32
125,2.0,1,4.0,179.05585991861878,5,0,1,3.0,0.4338093377049564,2,10.715939125861183,4.0,6.927924226153983,0.5912812474781411,0,5.0,0.0364103641678408,2,1,-15.980926689724225,1,167.6962342046487,1,0.6628225356983589,4.0,1,3.0,4.0,121.131,0,3.0,0,0,1,9.75
126,2.0,1,4.0,208.14005115595444,5,0,1,3.0,0.2808379258322099,1,8.929000374993992,4.0,107.51901816909243,0.6507728538606309,0,5.0,0.03807816551505,2,1,-10.822720391975112,1,165.37071113781732,1,0.5961934770971573,4.0,1,3.0,4.0,103.14,0,3.0,0,0,1,10.38
127,2.0,0,4.0,234.2843134393904,4,0,1,4.0,0.2726980655413391,3,10.0675231168531,4.0,0.3972150963667773,0.6589667081744836,0,4.0,0.0241372042963305,2,1,-27.927411095755232,0,148.30425803455324,1,0.8831096367610483,3.0,1,2.0,4.0,125.094,0,4.0,0,0,1,8.67
128,2.0,0,1.0,152.88457403865738,4,0,1,4.0,0.4329350280619798,2,10.353966547564475,3.0,5.714436735106119,0.5947681283280785,0,4.0,0.0376268552414098,2,1,-23.3052565779033,1,149.64254646286787,1,0.8060612404231347,1.0,1,2.0,2.0,107.104,0,1.0,0,0,1,9.57
129,2.0,0,1.0,177.56126810846024,4,0,1,4.0,0.391269249576163,1,8.383642790319442,3.0,106.05281527224878,0.57049880825873,0,4.0,0.0390899664857943,2,1,-18.46927198787143,1,146.9669396699128,1,0.7323207246916428,1.0,1,2.0,2.0,89.113,0,1.0,0,0,0,10.05
131,1.0,0,0.0,145.70623148202182,3,0,0,0.0,0.3888361961646058,2,11.91435485041402,0.0,7.138520664938822,0.6082703782448189,0,0.0,0.0441667470827526,1,0,-19.21354309672379,1,136.02009228654458,1,0.50555873866762,0.0,0,0.0,0.0,95.093,0,0.0,0,1,1,9.02
132,1.0,0,0.0,160.74361958567286,3,0,0,0.0,0.2669358824292112,1,10.089187159653232,0.0,99.01814487287936,0.569550838642207,0,0.0,0.0437632065668689,1,0,-12.388330766371745,1,134.0154102392152,1,0.8222372519956794,0.0,0,0.0,0.0,77.102,0,0.0,0,1,1,10.05
133,0.0,0,0.0,177.16075191828074,2,0,0,0.0,0.1580642164850778,0,8.613741467000155,0.0,84.89111338354009,0.558548489184125,0,0.0,0.0450320259759247,1,0,-5.827295983177992,1,104.78400121681037,1,0.7984152977128509,0.0,0,0.0,0.0,45.085,0,0.0,0,1,0,10.75
135,2.0,0,3.0,201.67780981678143,6,0,1,4.0,0.3720125994292913,2,11.298631551333902,3.0,5.72025482865662,0.6357876929165627,0,6.0,0.0342781753072612,2,1,-12.641453601000132,1,190.7146419996824,1,0.6177640129342264,4.0,1,4.0,4.0,135.158,0,1.0,0,0,0,10.19
136,2.0,0,3.0,223.9214165808957,6,0,1,4.0,0.3535161400341113,1,9.936168528191024,3.0,85.73481206071203,0.6059339564280796,0,6.0,0.0342755323619512,2,1,-8.067404831723897,1,188.4488845129306,1,0.6926021831539366,4.0,1,4.0,4.0,117.167,0,1.0,0,0,1,10.46
137,1.0,0,0.0,190.71097200661976,4,0,0,0.0,0.3342375359677847,1,10.60552819249274,0.0,88.4590022222651,0.7157713749959017,0,0.0,0.0406047634874444,1,0,-10.261332811464976,1,160.53539032510554,1,0.5095411922879953,0.0,0,0.0,0.0,91.129,0,0.0,0,1,0,10.36
138,1.0,0,0.0,164.11785725392284,4,0,0,0.0,0.5561260413789585,2,11.426016554134318,0.0,5.987755752794247,0.5381160854431367,0,0.0,0.0384968630884434,1,0,-17.979457700539307,1,165.2016143341076,1,0.6970818743668794,0.0,0,0.0,0.0,109.12,0,0.0,0,1,0,10.02
139,1.0,0,0.0,261.30745568752883,4,0,0,0.0,0.5482636582885818,3,11.895772981875302,0.0,0.3222541376481652,0.5491441818394533,0,0.0,0.0304145710843813,1,0,-21.937035068039403,0,165.40776622331975,1,0.8211156915295937,0.0,0,0.0,0.0,127.11,0,0.0,0,1,0,9.74
140,0.0,0,0.0,204.18739662433225,3,0,0,0.0,0.1596196347663422,0,8.658516122780874,0.0,97.27638695360416,0.5172236046574904,0,0.0,0.0402886784365027,1,0,-5.218422053906759,1,131.98572411065095,1,0.4586930476836425,0.0,0,0.0,0.0,59.112,0,0.0,0,1,1,10.03
142,2.0,1,1.0,155.5984626971,4,0,0,1.0,0.4856749119958979,2,10.86439930918005,1.0,2.323102209678197,0.7093314238084151,0,4.0,0.034588840854108,1,1,-19.53874563498717,0,145.41365930308453,1,0.5468386232280992,3.0,1,2.0,1.0,107.104,0,2.0,0,0,1,7.2
143,1.0,0,4.0,148.12791269231718,4,0,0,3.0,0.5285703808039416,2,10.020291988890516,3.0,1.9549106473813185,0.6625817932965834,0,4.0,0.0353229752983714,1,1,-25.37287827037928,0,150.10992652460325,1,0.5807364758705915,4.0,1,2.0,3.0,107.104,0,4.0,0,0,1,8.37
146,2.0,1,1.0,206.24902378457176,6,0,0,1.0,0.5093319393629587,2,11.396810360183173,1.0,0.0,0.6388519811588351,0,6.0,0.0320560215571656,1,1,-14.431017831117998,0,190.94317245367927,1,0.5324907459982645,2.0,1,2.0,1.0,135.158,0,1.0,0,0,0,7.45
147,2.0,1,3.0,198.97513059691505,6,0,0,3.0,0.4360745201608973,2,10.60087650204392,4.0,0.0,0.7541300201092833,0,6.0,0.0309014839337069,1,1,-15.357488294998992,0,191.03687555826448,1,0.4140368379741063,2.0,1,3.0,3.0,135.158,0,3.0,0,0,0,9.12
148,1.0,1,3.0,225.85352064495555,7,0,0,1.0,0.3946267850088918,2,11.913089975730706,2.0,0.0,0.7287682291690257,0,7.0,0.0307218008220558,1,1,-12.56732010673827,0,214.9450893855287,1,0.5448312164795224,2.0,1,2.0,1.0,149.185,0,3.0,0,0,1,8.13
149,2.0,1,2.0,225.29469571698957,7,0,0,3.0,0.4685301303733057,2,11.007027867724869,3.0,0.1664909873601681,0.6921286112378249,0,7.0,0.0339699203521037,1,1,-13.473691284200108,0,212.366573060069,1,0.4911051983049171,2.0,1,3.0,3.0,149.185,0,2.0,0,0,1,9.35
150,2.0,1,4.0,217.03417527781107,7,0,0,1.0,0.5504138843084828,2,10.259513506197054,1.0,0.0,0.697124539807928,0,7.0,0.0320338804848081,1,1,-14.924652193722364,0,217.0819757882452,1,0.5809317543313769,3.0,1,4.0,4.0,149.185,0,4.0,0,0,0,9.57
151,1.0,0,0.0,173.35895774749642,4,0,0,0.0,0.3856919496426341,2,10.549542181953113,0.0,0.0,0.7720501173051311,0,0.0,0.0327564790802628,1,0,-20.056461153713094,0,166.1408463551394,1,0.5937705242955402,0.0,0,0.0,0.0,109.12,0,0.0,0,1,1,7.59
152,1.0,0,0.0,171.82088019865088,4,0,0,0.0,0.4170072251502568,2,10.612789853662232,0.0,0.0,0.561941331137872,0,0.0,0.0340401150209154,1,0,-16.402586020331537,0,162.9293394767149,1,0.7344508379750161,0.0,0,0.0,0.0,109.12,0,0.0,0,1,0,9.57
153,0.0,0,0.0,190.59779600836367,3,0,0,0.0,0.1469735401161345,0,7.909767252561883,0.0,84.83696928659612,0.5869770847612767,0,3.0,0.0409947790368477,1,1,-7.196423123693224,1,118.12176190725997,1,0.8399662000587704,0.0,1,0.0,0.0,57.096,0,0.0,0,1,1,8.76
154,0.0,0,0.0,224.09909601516915,5,0,0,0.0,0.1579735876888409,0,8.03370398539663,0.0,59.43799856686985,0.7629710454706405,0,5.0,0.0337657477535705,1,1,-5.853674621507083,1,164.27101758562827,1,0.4219211645605032,0.0,1,0.0,0.0,85.15,0,0.0,0,1,1,10.52
155,0.0,0,0.0,273.44655986815894,7,0,0,0.0,0.1573100932140587,0,9.216645801197748,0.0,99.03395630685482,0.720929534461479,0,7.0,0.0367792549773484,1,1,-4.162071158750124,1,206.1128050672525,1,0.4844114202358323,0.0,1,0.0,0.0,113.204,0,0.0,0,1,1,10.69
157,0.0,0,0.0,274.151205826024,7,0,0,0.0,0.1261418283730214,0,9.339750557105738,0.0,105.83669846378476,0.7928810444186936,0,3.5,0.037413511521301,1,2,-4.751334361015977,1,204.87724285536237,1,0.73467697536652,0.0,2,0.0,0.0,111.188,0,0.0,0,1,0,10.21
159,2.0,0,3.0,204.40612816918076,7,0,0,1.0,0.6398130605497214,2,10.510787950815471,1.0,2.336945203792153,0.7997393581353243,0,3.5,0.030867506237647,1,2,-15.682106196045316,0,207.19039310586064,1,0.8250820080193404,4.0,2,4.0,4.0,147.169,0,2.0,0,0,0,9.58
160,2.0,2,2.0,262.3285067316044,5,0,0,1.0,0.4375431680403318,3,11.39678004863242,2.0,0.5502486757624657,0.6727389489188741,0,4.0,0.0277986020944696,1,1,-22.06290228719596,0,178.0565271029645,1,0.7040312378424092,1.0,1,2.0,2.0,139.121,2,3.0,0,0,1,7.95
162,2.0,2,2.0,208.2157148663437,5,0,0,1.0,0.2842344203271724,1,9.585372144168955,2.0,120.44459493705732,0.6113314663660019,0,4.0,0.0417756477533305,1,1,-12.578215757927968,1,171.9266122599217,1,0.5933012385085592,1.0,1,2.0,2.0,103.14,2,3.0,0,0,0,9.32
163,2.0,2,3.0,249.19301841729197,4,0,0,2.0,0.3931145245792273,3,11.322199641787332,3.0,0.3116353846456643,0.6556557177399444,0,3.0,0.0310278477731553,1,1,-25.82219916002649,0,153.3792973746073,1,0.6914469871171379,2.0,1,1.0,2.0,125.094,2,4.0,0,0,0,7.18
164,2.0,2,1.0,243.21653711553404,4,0,0,2.0,0.6092071158675533,3,11.511350818263471,1.0,0.1038784615485547,0.7007388650016839,0,3.0,0.0285954856302647,1,1,-24.33689541754225,0,153.3325677929772,1,0.5522912612972084,2.0,1,1.0,1.0,125.094,1,1.0,0,0,1,6.92
165,2.0,2,3.0,160.06635808959263,4,0,0,2.0,0.3865368516284284,2,11.476434899872327,3.0,9.516324344433484,0.5693657741577194,0,3.0,0.0436671760057762,1,1,-21.186657509743767,1,150.1372438573621,1,0.6607208321840545,2.0,1,1.0,2.0,107.104,2,4.0,0,0,1,7.76
166,2.0,2,1.0,156.57075858307363,4,0,0,2.0,0.5287610975690488,2,11.082752476995475,1.0,5.437899625390564,0.6416754903894947,0,3.0,0.0382154137852252,1,1,-21.67781491197096,1,151.71964566674265,1,0.5889354222281531,2.0,1,1.0,1.0,107.104,1,1.0,0,0,0,7.16
167,0.0,2,0.0,227.26677027913036,4,0,0,0.0,0.1506573402039017,0,8.670753469834084,0.0,98.95891168285674,0.5525673479973042,0,3.0,0.041146784637,1,1,-5.7060038065389165,1,145.4890669364949,1,0.620640224374572,0.0,1,0.0,0.0,71.123,2,0.0,0,1,1,9.44
171,0.0,1,0.0,231.13166670610997,5,0,0,0.0,0.1779194170652189,0,8.696868741052214,0.0,59.73046227484328,0.728440749490614,0,2.5,0.0352359965548898,1,2,-6.086529419644204,1,157.0939463018097,1,0.6932513778581259,0.0,2,0.0,0.0,83.134,0,0.0,0,1,1,9.41
